code,review,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10
"@@ -81,7 +81,7 @@ feature 'LOA1 Single Sign On' do it 'user can view and confirm personal key during sign up', :js do allow(FeatureManagement).to receive(:prefill_otp_codes?).and_return(true) user = create(:user, :with_phone) - code = '1234' + code = 'ABC1-DEF2-GHI3-JKL4' stub_personal_key(user: user, code: code) loa1_sp_session ","Again, Poltergeist didn't catch the fact that this field has a regex pattern requirement.",you really can't just remove this parameter.,"Maybe. I know this is one of those tests that fails occasionally, but we're not just checking that the encrypted pii doesn't equal the unencrypted (simply JSON encoding the bundle of pii will pass the new tests).","Maybe. I know this is one of those tests that fails occasionally, but we're not just checking that the encrypted pii doesn't equal the unencrypted (simply JSON encoding the bundle of pii will pass the new tests).","these updates look awesome! I do think this method can be private, though..","these updates look awesome! I do think this method can be private, though..",What was the reason for changing this?,What was the reason for changing this?,Shouldn't the `serialVersionUID` be changed?,"Again, Poltergeist didn't catch the fact that this field has a regex pattern requirement.","This is how the phone number gets formatted in Chrome if you type in 4 digits, then select Morocco from the dropdown. This could be a bug. If you start typing more numbers, then the formatting fixes itself."
"@@ -1208,9 +1208,9 @@ def regularize(cov, info, mag=0.1, grad=0.1, eeg=0.1, exclude='bads', channel type separately. Special care is taken to keep the rank of the data constant. - Note. This function is kept for reasons of backwards-compatibility. - Please consider explicitly using the `method` parameter in - compute_covariance to directly combine estimation with regularization + **Note:** This function is kept for reasons of backward-compatibility. + Please consider explicitly using the ``method`` parameter in + `compute_covariance` to directly combine estimation with regularization in a data-driven fashion. Parameters ",maybe add a link to the FAQ section.,"Again, we should probably deprecate if we expect your methods to really be better.",We should add this warning to the top of doc string.,We should add this warning to the top of doc string.,Shouldn't these also default to `0.1` for consistency with other data channel types?,noise instead of nois ?,"It seems like having an SNR-based computation can still be useful. So we could keep both, and only allow one to be set. But if we really want to get rid of it, we should explicitly provide the line(s) necessary to take an old SNR value and get the equivalent `nave` value to pass and put them in the `Notes`. It's actually useful pedagogically anyway because we can add that `SNR = ...` and so if you want a desired SNR, you pass `nave = ...`.",If None what is it that we do?,I guess we remove this 'cos there's no warning in `mne.cov.regularize` but I can't figure out why was there in the first place.,". Got %s"") % weight_norm",can you avoid the try except with if c in noise_cov.ch_names: noise_cov_idx.append(noise_cov.ch_names.index(c)) else: missing.append(c)
"@@ -828,13 +828,13 @@ func (b *cloudBackend) runEngineAction( <-displayDone scope.Close() // Don't take any cancellations anymore, we're shutting down. close(engineEvents) - close(displayEvents) close(displayDone) contract.IgnoreClose(manager) // Make sure that the goroutine writing to displayEvents and callerEventsOpt // has exited before proceeding <-eventsDone + close(displayEvents) status := apitype.UpdateStatusSucceeded if err != nil { ",shouldn't pulling on displayDone be done after pulling on eventsDone... ?,shouldn't pulling on displayDone be done after pulling on eventsDone... ?,shouldn't pulling on displayDone be done after pulling on eventsDone... ?,This doesn't appear to be ref'd. Do we need it?,This doesn't appear to be ref'd. Do we need it?,This doesn't appear to be ref'd. Do we need it?,can we renamed the field itself also to data? Otherwise we have inception below :-),"As an alternative, we could change this function to return an error.","As an alternative, we could change this function to return an error.","As an alternative, we could change this function to return an error.",Maybe wrap them?
"@@ -10,11 +10,16 @@ from six.moves import socketserver #type: ignore # pylint: disable=import-erro import josepy as jose import OpenSSL +import pytest from acme import errors from acme import test_util from acme.magic_typing import List # pylint: disable=unused-import, no-name-in-module +# turns all ResourceWarnings into errors for this module +if six.PY3: + pytestmark = pytest.mark.filterwarnings(""ignore::ResourceWarning"") # pragma: no cover + class SSLSocketAndProbeSNITest(unittest.TestCase): """"""Tests for acme.crypto_util.SSLSocket/probe_sni."""""" ",Doesn't this do the opposite and ignores all `ResourceWarnings` in this module?,"Maybe make private, as you want users to call the classmethod.",This seemed like a leak of the implementation.,"Return type should be `Iterable[None]` (or something with `Generator`). The function returns an iterable, the decorator turns it into a ContextManager.","Nit: ""in a given files."" seems redunant. Also omit period at the end for consistency?","Why `extra_message` defaults to `None`, other arguments do not. They are optional since the definition of `deprecated` and `experimental` passes these values. They can do the same for `extra_message`.",Should use try-finally,"Maybe make this a top level constant (i.e. a single item list or set), so later we can skip similar ""special"" modules?","For my eductation, does this line prepend logging messages with the filename?","Style nit - why use `list(...)` here rather than a comprehension `[...]`? Just curious, it's not that it matters.","Style nit - why use `list(...)` here rather than a comprehension `[...]`? Just curious, it's not that it matters."
"@@ -30,6 +30,9 @@ public interface MessageQueueWriter { void write(List<RawMessageEvent> entries) throws MessageQueueException; + default void preFlightCheck() throws PreflightCheckException { + } + @AutoValue abstract class Metrics { public static class Provider implements javax.inject.Provider<MessageQueueWriter.Metrics> { ","What do you think about moving this out of the interface? I think the implementation is inconsistent with other pre-flight checks. The MongoDB and Elasticsearch services don't implement checks this way, and potential plugin checks do neither.",just rename to `AsyncCleanerService`,some way to simplify this if-else into a single line. Can we use option instead of null?,Where does the passed in `actionMetadata` used ?,"rename `inFlightInstantTimestamp` to `triggeringInstantTime` here and metadata writer classes (not timestamp, its mean as logical time, our tests use 001, 002 and everything still works. )","Looks like we are leaking details here. Ideally, we should not expose details of extractor implementation here. Can we use the CheckpointableWatermark interface instead?",is this bootstrap multi writer safe? two scenarios to consider a) two writers (i.e delta sync and a spark job) trying to do this. b) Just a single writer - but with async compaction/clustering (who would also create write clients). I am not sure if metadata being enabled is the only flag to check here.,should we use a flag for metadata table enable/disable ? not just file listing,minor. {@code true} if commit is successful. {@code false} otherwise.,so this was not doing anything after we changed the class hierrarchy? and this PR is cleaning this up?,"these are duplicate code with SparkRDDWriteClient, we would move them to super class. cc @yihua is refactoring code"
"@@ -55,11 +55,11 @@ class Options: self.fast_parser = False self.incremental = False - def __eq__(self, other): + def __eq__(self, other: Any) -> bool: return self.__class__ == other.__class__ and self.__dict__ == other.__dict__ - def __ne__(self, other): + def __ne__(self, other: Any) -> bool: return not self == other - def __repr__(self): + def __repr__(self) -> str: return 'Options({})'.format(pprint.pformat(self.__dict__)) ",This should actually be `object`.,"Is this change required by Python3 migration or we are just fixing an omission that __hash__ was not previously defined, while __eq__ was?","extra parens? [if you meant this to be a tuple, you need a comma I think]",Make this **repr** (and **str** defaults to **repr**).,Actually I think we can use this `repr` regardless of `self.message`.,"This will raise errors if someone (for whatever reason) added an after-the-fact attribute to their state object that doesn't exist on the other one. I suggest `getattr(self, attr) == getattr(other, attr, object())` -- this will allow missing (or extra) attributes to be compared safely, and object() is never equal to anything else so it won't give false matches.","I'd rename this to something more general, since we don't really take advantage of the fact that these represent type constructors anywhere, and the concept of ""higher-kinded type"" sounds kind of complicated. My suggestion would be `special_form`, which can be applied for things other than type constructors that don't have meaningful types but that also aren't imprecisely typed.",File needs a `from builtins import str` import now.,I don't see where this flag is actually used.,"Is the idea here to early return? I believe `self._items == other._items` will already do this because it will resort to `dict'`s `__eq__` implementation, which is already highly optimized. NB that this `__eq__` implementation is stricter than Twitter Commons. We enforce that it's the same class, e.g. `OrderedSet != FrozenOrderedSet`. This is to ensure that we do sane things with the engine and to mirror how in the stdlib `tuple != list`.","the docstring says that a sequence is returned so I'd write it as `def mangling_args(self) -> pt.Tuple[str, pt.Sequence[pt.Any]]:` In fact, there's one case where a list is returned (not a string)."
"@@ -303,7 +303,7 @@ feature 'Sign Up', devise: true do # When I resend confirmation instructions to an existing user # Then the user does not receive an email context 'confirmation instructions sent to existing user', email: true do - it 'does not send an email to the existing user' do + xit 'does not send an email to the existing user' do user = create(:user) visit '/' ","this 'resend email confirmation' link is not currently in designs, hence the removal -- will discuss with ryan t and figure out where we can slide it...","this 'resend email confirmation' link is not currently in designs, hence the removal -- will discuss with ryan t and figure out where we can slide it...",Where does `@ raw_confirmation_token` get set? Where does `generate_confirmation_token!` come from? Devise?,Where does `@ raw_confirmation_token` get set? Where does `generate_confirmation_token!` come from? Devise?,"This (and all ""community""-related `notify_mailer_spec` tests) is failing because `email[""from""].value` returns `DEV (local) Community`, but I changed the value of `expected_from` to _not_ include the appended `Community` and I cannot figure out why `.value` still returns it _with_ the appended `Community` in the test. After looking into the mailer-related code and throwing `binding.pry`s in, I was unable to trace this `.value` back to anything that stood out as the culprit. Am I overthinking this? Should `Community` still remain appended in the spec?    ",we could also do a batch job in bulk but this appears to be a safer option,we could also do a batch job in bulk but this appears to be a safer option,"@djuber Sorry for the ping on an already merged PR. Personally, I don't find this extra method in `User` adds much (if anything) in terms of readability and `User` is big enough as is, how do you feel about removing this again?",I would rather see the user returned from `sign_up_and_2fa_user`,I would rather see the user returned from `sign_up_and_2fa_user`,"I usually prefer let to before :all , that hook is trouble"
"@@ -94,6 +94,10 @@ class Dataset: meta_name = self._config.get('dataset_meta') if meta_name: meta_name = Path(meta_name) + print_info(""{dataset_name} dataset metadata will be saved to {file}"".format( + dataset_name=self._config['name'], file=meta_name)) + print_info('Converted annotation for {dataset_name} dataset will be saved to {file}'.format( + dataset_name=self._config['name'], file=Path(annotation_name))) save_annotation(annotation, meta, Path(annotation_name), meta_name) self._annotation = annotation ","Do you check path representation, when you print it? If I not mistaken, it will be printed like PosixPath('path')","Do you check path representation, when you print it? If I not mistaken, it will be printed like PosixPath('path')",why do you need sometimes to do more than just updating the docstring?,"Might be nicer to keep RunInfo simple, and move this to the caller, which already knows when to do this eval, instead of having to know about this magic key string here?","So this option lets user print the plot as a text to stdout. So, plot by default logs plot location to stdout. When using `--stdout` option, it is the plot file content that will be displayed on stdout.","Not sure WHY we resolve symlinks here, but I left it for historical reasons","Maybe let's word this as `Output directory for the profiler. This is only used when the profiler was enabled when the trace was started. In that case, if there is a logdir-based default SummaryWriter, this defaults to the same directory, but otherwise the argument must be passed.`",Now also includes this to fix the missing `...` from channel name listing.,Shouldn't this be an error. It failed to do it's main task.,"I think it's also going to print Batchsize number times. can you add a ""if shared is None"" protection. Also I don't think it will handle valid:stream right but that's unusual in fromfile anyway.",now it's an error while it was just a warning. Can it risk breaking code that was running before?
"@@ -43,10 +43,17 @@ class Package extends BasePackage protected $stability; protected $notificationUrl; + /** + * @var Link[] + */ protected $requires = array(); protected $conflicts = array(); protected $provides = array(); protected $replaces = array(); + + /** + * @var Link[] + */ protected $devRequires = array(); protected $suggests = array(); protected $autoload = array(); ","this should also be done for other properties (conflicts, provides and replaces are also package links)","should be added for conflicts, provides and replaces too","I suggest making new properties private to make maintenance easier regarding BC (this will not be an issue for usage anyway, as they have public getters and setters)",Could be made `array[]` too I suppose.. it's not much info but it's something :),"repositories are root-only, so they don't make sense in this interface IMO",why not using `$this->packages[$package->getUniqueName()] = $package;` ? I find it more readable than using += for arrays (which is never used in the codebase AFAIK),"`BasePackage&PackageInterface` is just `BasePackage`, given that `BasePackage` implements the interface (and so this can be `@return BasePackage[]`",I can fix parseStability in composer/semver quickly,"I feel like I am not getting through today :p What I mean is that the three lines above here, are used below at line 52 inside initialize(). So these 3 lines need to happen before the parent constructor is called and therefore initialize is triggered. I don't care how $overrides is initialized to an array in the first place :)",There is also an optional `role`,Please always use `{` and `}` to wrap foreach bodies (same for ifs btw). It avoids problems later.
"@@ -113,6 +113,11 @@ public class RegisterIsoCmd extends BaseCmd { description = ""true if ISO should bypass Secondary Storage and be downloaded to Primary Storage on deployment"") private Boolean directDownload; + @Parameter(name = ApiConstants.PASSWORD_ENABLED, + type = CommandType.BOOLEAN, + description = ""true if password reset feature is supported; default is false"") + private Boolean passwordEnabled; + ///////////////////////////////////////////////////// /////////////////// Accessors /////////////////////// ///////////////////////////////////////////////////// ",@anuragaw let's export this via the template response (listIsos response should return this key) and we're golden!,"I would prefer the word ""current"" instead of ""old*",Looked tricky due to the historical confusion over the attribute name: `defaultValue` vs. `defaultValueAsSecret`.,Remove this setting and make this the default behavior.,commit message: `Add ExternalAuthorizert to cli` -> `Add ExternalAuthorizer to cli` Why `Authorizer`? in code used `Authentication`,The property descriptor definition seems to be the same as in `AzureStorageUtils`. The same descriptors could be used here for the Account Key and SAS Token (maybe for Endpoint Override too).,Rename to `includeServerIpAddress` or something similar,You want to move this to `ApiConstants....`,This creates a deprecation warning.,Const already available under CasProtocolConstants,"No objections, but why the name change?"
"@@ -710,6 +710,8 @@ redo_accept: X509_free(signer); X509_STORE_free(store); X509_VERIFY_PARAM_free(vpm); + if (rsign_sigopts != NULL) + sk_OPENSSL_STRING_free(rsign_sigopts); EVP_PKEY_free(key); EVP_PKEY_free(rkey); X509_free(cert); ",The NULL check isn't necesary.,You probably want to return 0 in case X509_self_signed returns negative,this fix is wrong since the `pop_free` function checks for a NULL stack.,"Since you changed indentation for this kind of continuation line elsewhere, you might as well do it here too ;-)",Probably should call SSLerr here?,I changed this to SSL_IS_TLS13(s),The NULL check here isn't useful.,"Style nit: The body of this ""if"" should have {}, because the else does.",Actually.....can we remove this run once altogether now?,_deactivated_ instead of _inactivated_? It could also be _made inactive_.,Why these dont do a NULL check internally I do not know
"@@ -3,6 +3,8 @@ # # SPDX-License-Identifier: (Apache-2.0 OR MIT) +from spack import * + class PyGrpcio(PythonPackage): """"""HTTP/2-based RPC framework."""""" ",You'll need another blank line after this to get the flake8 and isort checks to pass.,drive by? Not sure if this is a problem from our style guides (I would assume not given that nothing failed)?,is there a pypi.io download available? If so that one is preferred. Github archives are not necessarily hash stable,According to flake this import is not used,This could be made much more specific. The next release will likely support 2.7 and 3.5-3.10. Right now we support 2.6-2.7 and 3.5-3.9.,"You can remove this line, it's already added by PythonPackage","Since you're making such large changes, do you think its worth making this an `AutoToolsPackage` now?",please use a pypi.io url. See e.g. `py-numpy` for how to construct the URL,"Where do you see this? Also, you're missing a dep on setuptools and possible setuptools_scm",flake is complaining about this unused import,Missing dependency on `py-packaging`.
"@@ -4381,9 +4381,9 @@ class ConfigProviders(Config): curProvObj = sorted_providers[curProvider] curProvObj.enabled = curEnabled if curEnabled: - providers_reordered.insert(0, curProvider) + enabled_providers.append(curProvider) else: - providers_reordered.append(curProvider) + disabled_providers.append(curProvider) except: continue ",@echel0n this line means that providers which a lower preference become the most preferred when saving providers.,Nitpicking: This will also emit a signal if the setEnabled didn't actually change (it was true and it's set to true again),"This is still running thousands of times for a medium size graph. I would try to define the DepCppInfo() object just once for each conanfile. It can be defined before calling this ``update()`` method, maybe in the ``_propagate_info()`` one, as a conanfile private object (initially None)","Wait, what? :O Why do you want plugins to be reversed alphabetical order? BTW, `prepared.values()` returns stuff in random order, so this makes it reverse random order. Also, if we really really really want to do reverse alphabetical order (which doesn't make any sense to me), unit tests are missing.","what about this? Also, is legendastv missing here?",Perhaps something like: Subsequently `dequeue` and `dequeue_many` operations that would otherwise block waiting for more elements (if `close` hadn't been called) will now fail immediately. will make it clearer.,"No need for quotes here, I think just plain True reads more clearly as a Python literal",I am curious why this is not just a property?,This line is no longer needed.,You could undo this quote change but I don't feel strongly,Using an `assert` for something like this isn't that friendly. Should probably actually have an error message.
