code,review,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10
"public void resetAllResponses() { for (FeedbackQuestionAttributes question : questionResponseBundle.keySet()) { questionResponseBundle.putIfAbsent(question, new ArrayList<>()); } }","emmmm i dont feel this replacement is necessary...and it might change what the code intends to do, as put will replace the value corresponding to the question even if the question is already associated with a value, but putIfAbsent only associate question with the new ArrayList<>() if the question is not associated to anything.",Can be inlined in the assertThat statement below.,"Sorry, i think i was not clear. Please add assertGeneratedClassContains() here to actually check the correct method call was generated.",isn't finishing tied to joinPagesNotNeeded not being empty? Maybe just get rid of it and then then becomes return joinPagesNotNeeded.orElse(NOT_BLOCKED),Showing size here would help users to understand what's wrong since it's likely users don't know an actual number of tasks with step.,The create method call should be separate from the logger call.,We dont need size variable here.,List<LinkInfo> (check below for other method signatures),"Why should format(RevisionResource) return a ChangeInfo and not (at the very least) a RevisionInfo? Though ideally it would return a Map<String, ActionInfo>",Is there a need to read the prop file for every request?,"DynamicSet.bind(binder(), WebUiPlugin.class).toInstance(...)"
"protected URLConnection getExternalGraphic(AjaxRequestTarget target, Form<?> form) { onlineResource.processInput(); if (onlineResource.getModelObject() != null) { URL url = null; try { String baseUrl = baseURL(form); String external = onlineResource.getModelObject().toString(); URI uri = new URI( external ); if( uri.isAbsolute() ){ url = uri.toURL(); if( !external.startsWith(baseUrl)){ form.warn( ""Recommend use of styles directory at ""+baseUrl); } } else { url = new URL( baseUrl + ""styles/""+external ); } URLConnection conn = url.openConnection(); if(""text/html"".equals(conn.getContentType())){ form.error(""Unable to access url""); return null; } return conn; } catch (FileNotFoundException notFound ){ form.error( ""Unable to access ""+url); } catch (Exception e) { e.printStackTrace(); form.error( ""Recommend use of styles directory at ""+e); } } return null; }",This logic changes a bit due to <LINK_0>,suggestion if (Objects.nonNull(PrimeFaces.current()) && Objects.nonNull(FacesContext.getCurrentInstance()) {,Style-nit: Unnecessary blank line.,Is that a software issue? Then better do WARN and include the exception as a last param.,Prefer ActionParameters.getRequiredParamLong(PARAM_ID) instead. If the id is not a long we don't want to fail with ActionDeniedException but with a ActionParamsExcepton instead.,you should use res.isWorseThan(Result.SUCCESS) instead. <LINK_0>,Should this be libDir.getAbsolutePath() like f..getAbsolutePath() above?,"Are you tracking all files in the IDE ? If yes this could flood the log file a little bit depending on your sharing setup, e.g you do a partial sharing with only a few files.",rename 'resource',"use an overload or varargs to make this parameter optional, so: 1- you don't break current API 2- don't force the user to think about this parameter (especially in the context of non sync)",style nit: no braces around single line
private void loadButtonAction(ActionEvent e) { progressDialog = new ProgressDialog(list.getParent()); if (dbpath == SELECT_OPTION) { File dir = selectDirectory(); if (dir == null) { return; } } dbload.restart(); },"If dir is not to be used anywhere, you might as well do if (selectDirectory() == null)",the constructor already asserts that,"prevShip.ini shouldn't be used here, now that you have the constant defined. In fact, I don't think the file should be passed to the save manager, as that's more of a save manager concern. I would consider moving all of this logic into the hasPrevShip function.",List<LinkInfo> (check below for other method signatures),putIfAbsent semantics is better,Is there a need to read the prop file for every request?,"this used to bail after this call if it wasn't the root, does returning v. not returning from onCreate() in that case affect anything?","Colon after ""used""",Reverse the operands to avoid negation maybe? Would look nicer.,Is this test really testing much? It doesn't assert that the result is not a failure: !(result instanceof Failed) for instance.,"configuration should be injected, not read from system properties in the constructor."
"public Single<String> getP18ForItem(String entityId) { return depictsInterface.getLabelForEntity(entityId) .map(response -> { String name; try { JsonObject claims = response.getAsJsonObject(""claims"").getAsJsonObject(); JsonObject P18 = claims.get(""P18"").getAsJsonArray().get(0).getAsJsonObject(); JsonObject mainsnak = P18.get(""mainsnak"").getAsJsonObject(); JsonObject datavalue = mainsnak.get(""datavalue"").getAsJsonObject(); JsonPrimitive value = datavalue.get(""value"").getAsJsonPrimitive(); name = value.toString(); name = name.substring(1, name.length() - 1); } catch (Exception e) { name=""""; } if (!name.isEmpty()){ return getImageUrl(name); } else return ""No Image for Depiction""; }) .singleOrError(); }",Java convention for a variable says it should be p18 lowercase.,This could throw a NPE if options has timeseries but not metadata under it.,"File(planStorePath, queryId + "".plan"")","BTW: if ""getEntity()"" either returns the result or throws a WebApplicationException exception with ""NOT_FOUND"" status, the code can be simplified to always ""return true"" at the end and no need in ""unregisteredDisk"" local variable at all.",is it possible that getDruidNode() or getHostAndPortToUse() are null?,Style-nit: Unnecessary blank line.,Prefer ActionParameters.getRequiredParamLong(PARAM_ID) instead. If the id is not a long we don't want to fail with ActionDeniedException but with a ActionParamsExcepton instead.,"Could you describe why, not what?",can just do if (StringUtils.isBlank(id)) { return; } to reduce nesting level,Take a look at what the error message you're splitting is :wink: (hint: it's the entire JSON file),"This is debug at best, probably trace, and should include the spec/nodeTemplate in question. One to tweak subsequently."
public String getServerState() { this.officeServer.refreshState(); return contextualLocalizationManager.getTranslationPlain( TRANSLATION_KEY_SERVER_STATE_PREFIX + this.officeServer.getState().name().toLowerCase()); },Small detail: missing this.. See the line you replaced for ex.,Can be inlined in the assertThat statement below.,Lets re-throw this as a RuntimeException instead.,"Hint: FeedbackUtil.java contains numerous convenience functions for visiting specific external pages, e.g. the FAQ page, the privacy policy, etc. We can simply add another function there that goes to this page.",nit: space,"After taking a second look, i think we do not need this call at all. All those check of ensure that a service is not started before schedule, etc, belong to the service layer API. Your role is to simply call Context.getSchedulerService().scheduleTask(task) and that is all.",For test stability we maintain the previous quiet period of 0. But live behavior will change.,My guess is that ResponseUrlDataCleanupJob.class should be used here in stead of ResponseDataCleanupJob.class?,duplicate logic in getPrivateKeyAlias method().,"DynamicSet.bind(binder(), WebUiPlugin.class).toInstance(...)","This is very fragile, and will break when we add new storage type. Better check for the storage types (block or file?). Also, this change is possible only when creating volumes with vdsm supporting deferred preallocation, or it may cause very bad performance regression when creating big raw images. This is probably not the place to do these checks, we probably need to modify the code creating new volumes, or the code creating and copying volumes."
public void visitToken(DetailAST token) { switch (token.getType()) { case TokenTypes.INTERFACE_DEF: checkServiceInterface(token); break; default: break; } },There is just one case here. We can replace this switch statement with if.,you could just do setConfirmWindow(null); like above method,Please Specify the type properly here like Iterator<StorageLocation>.,Should we use org.apache.kafka.common.utils.Utils.closeQuietly ?,"more of a personal taste question, but why don't you like Guava MoreObjects ?","suggestion ""\narmed="" + m_armed;",nit: you can merge both lines above as checkNotNull will return the given argument,I still think you should throw an exception if name is null,null?,if these Boolean methods can never be null why not have the return type be boolean instead of Boolean ?,"Or even better, this.mName = Objects.requireNonNull(name);. To be check everywhere else."
public DeCoupleMBusDeviceCommandExecutor() { super(MbusChannelElementsDto.class); },The class passed on to the super constructor shouldn't be MbusChannelElementsDto. I think the cleanest would be to pass DecoupleMbusDto.class (and make DecoupleMbusDto implement ActionRequestDto).,use Long.valueOf() instead of new Long() - always for performance reasons,Those 3 implicit super() calls could be removed.,This should be stored in a field.,"@orhan89 while you're add it, could you do a API version check and use isInteractive() if available?<LINK_0>",Should these throw UnsupportedExceptions?,Should this be using TmfCpuAspect?,"Sorry, i think i was not clear. Please add assertGeneratedClassContains() here to actually check the correct method call was generated.",The create method call should be separate from the logger call.,"Are you sure that ""protected static"" is ok? To me it doesn't make sense as you can't override static methods.",Please Specify the type properly here like Iterator<StorageLocation>.
"public ServerWebSocketInitializer(final ServerInfo serverInfo) { LOG.info(""Currently time out time is not used "" + serverInfo.getTimeOut()); this.serverInfo = serverInfo; connectionServer = createServerSocket(); manager = createConnectionManager(getServerInfo()); }","Colon after ""used""",We dont need size variable here.,Showing size here would help users to understand what's wrong since it's likely users don't know an actual number of tasks with step.,"this used to bail after this call if it wasn't the root, does returning v. not returning from onCreate() in that case affect anything?",Is this test really testing much? It doesn't assert that the result is not a failure: !(result instanceof Failed) for instance.,Is there a need to read the prop file for every request?,Reverse the operands to avoid negation maybe? Would look nicer.,putIfAbsent semantics is better,the constructor already asserts that,"We can give some more time, like 30 seconds.","configuration should be injected, not read from system properties in the constructor."
"public ArrayList<OncoTreeNode> getOncoTree(Version version) throws TopBraidException { ArrayList<OncoTreeNode> list = new ArrayList<OncoTreeNode>(super.query(String.format(query, version.getGraphURI()), new ParameterizedTypeReference<List<OncoTreeNode>>(){})); return list; }","I guess getOncoTree() returns List<OncoTreeNode> and we must return ArrayList<OncoTreeNode> ? Still, we don't really need to create a named variable here .. we could do: return new ArrayList<OncoTreeNode>(super.query ....",List<LinkInfo> (check below for other method signatures),"Why should format(RevisionResource) return a ChangeInfo and not (at the very least) a RevisionInfo? Though ideally it would return a Map<String, ActionInfo>",Is there a need to read the prop file for every request?,This code to get the feature is used here and in the remove method. I'd suggest to create a new BackendClusterFeatureHelper class and put this code there. Then you can call it from these methos. Look at BackendDataCenterHelper for example.,Making *really* sure it's null? ;),"if (, and if statements require braces.",redundant check,What does the 3 parameter mean?,Add a message to the checkArgument call.,do not throw RuntimeException
"public void doSample() { sendData(pm.isScreenOn()?""on"":""off""); }","@orhan89 while you're add it, could you do a API version check and use isInteractive() if available?<LINK_0>",The class passed on to the super constructor shouldn't be MbusChannelElementsDto. I think the cleanest would be to pass DecoupleMbusDto.class (and make DecoupleMbusDto implement ActionRequestDto).,This should be stored in a field.,Should this be using TmfCpuAspect?,The create method call should be separate from the logger call.,"Sorry, i think i was not clear. Please add assertGeneratedClassContains() here to actually check the correct method call was generated.","Just a tiny thing, I guess we can move the condition to an assign statement, it could be easier to read since the conditional expression is quite complex now. int mutePreviewOverlayVisibility = showMuteOverlayOnVideoCall() && muteButton.isChecked() && !isInGreenScreenMode ? View.VISIBLE : View.GONE; mutePreviewOverlay.setVisibility(mutePreviewOverlayVisibility);",We dont need size variable here.,"Are you sure that ""protected static"" is ok? To me it doesn't make sense as you can't override static methods.",Why not inline this variable?,"emmmm i dont feel this replacement is necessary...and it might change what the code intends to do, as put will replace the value corresponding to the question even if the question is already associated with a value, but putIfAbsent only associate question with the new ArrayList<>() if the question is not associated to anything."
public Configuration setDefaults(Configuration defaults) { this.defaults = defaults; return this; },I suggest to check defaults != this before setting.,"I don't see why you introduced mutability here? Local variables would have worked just as well. If you really want that, please at least make the setters package-private.",null?,No parens on condition.,return quickFilters,"Or even better, this.mName = Objects.requireNonNull(name);. To be check everywhere else.",I would check for null and make a copy of the map,Should these throw UnsupportedExceptions?,if these Boolean methods can never be null why not have the return type be boolean instead of Boolean ?,"more of a personal taste question, but why don't you like Guava MoreObjects ?","suggestion ""\narmed="" + m_armed;"
"public void refreshMetadata(String username) { if (mNosaraClient == null) { return; } if (!TextUtils.isEmpty(username)) { mUserName = username; if (getAnonID() != null) { mNosaraClient.trackAliasUser(mUserName, getAnonID()); clearAnonID(); } } else { mUserName = null; if (getAnonID() == null) { generateNewAnonID(); } } }",There is a problem here :cry: :disappointed: We need to change the library since trackaliasUser uses TracksClient.NosaraUserType.WPCOM (wpcom:user_id) internally. We should add another trackaliasUser method that takes the userType parameter....,Reverse the operands to avoid negation maybe? Would look nicer.,"Again, getMessage() should be replaced with a more informative error","this used to bail after this call if it wasn't the root, does returning v. not returning from onCreate() in that case affect anything?","@unyoungwax, oops missed this, but consider prefixing this boolean with <code>is...</code>",Is this test really testing much? It doesn't assert that the result is not a failure: !(result instanceof Failed) for instance.,"File(planStorePath, queryId + "".plan"")","Wouldn't a top-level if (stopRefresh) guard condition be better, instead of checking it within the loop?",This should be done in a proper try finally block. If a reinitDatabase method threw an IOException the semaphore would be irreparably broken.,the constructor already asserts that,instead you could use the try-with-resource paradigm
"private void removeHiddenInstructors(FeedbackQuestionAttributes question, List<FeedbackResponseAttributes> responses, Map<String, String> recipients, Set<String> hiddenInstructorEmails) { boolean noChangeRequired = hiddenInstructorEmails == null || hiddenInstructorEmails.isEmpty() || question.getRecipientType() != FeedbackParticipantType.INSTRUCTORS; if (noChangeRequired) { return; } for (String instructorEmail : hiddenInstructorEmails) { if (recipients.containsKey(instructorEmail)) { recipients.remove(instructorEmail); } Iterator<FeedbackResponseAttributes> iterResponse = responses.iterator(); while (iterResponse.hasNext()) { FeedbackResponseAttributes response = iterResponse.next(); if (response.recipientEmail.equals(instructorEmail)) { iterResponse.remove(); } } } }","@unyoungwax, oops missed this, but consider prefixing this boolean with <code>is...</code>","File(planStorePath, queryId + "".plan"")","It would be nice to move this switch into SamComparisonMetric. Or, move it into AlignmentComparison so the switch is no longer necessary, e.g. AlignmentComparison.updateMetric(SamComparisonMetric), where updateMetric() is overridden per enum member to increment the correct field.","Wouldn't a top-level if (stopRefresh) guard condition be better, instead of checking it within the loop?",This leaves ActivityLauncher.newGalleryPost() unused - I think we should probably clean that up too.,Put this snippet of getting alterationNames into a function. Since the same code is used in printEvidences(),"This is debug at best, probably trace, and should include the spec/nodeTemplate in question. One to tweak subsequently.",This could throw a NPE if options has timeseries but not metadata under it.,There is a problem here :cry: :disappointed: We need to change the library since trackaliasUser uses TracksClient.NosaraUserType.WPCOM (wpcom:user_id) internally. We should add another trackaliasUser method that takes the userType parameter....,are there Exceptions other than RuntimeExceptions?,You could do this in the model itself because userGroup is already represented in model. getSlaveUserGroupName().setIsChangeable() can be used to make the ui-editor to enable or disable.
private void cancelUpload(int localMediaId) { if (mCurrentUpload != null && mCurrentUpload.getId() == localMediaId) { cancelCurrentUpload(); } for(Iterator<MediaModel> i = mQueue.iterator(); i.hasNext();) { MediaModel mediaModel = i.next(); if (mediaModel.getId() == localMediaId) { i.remove(); } } },nitpicking: would be nice to break from the loop here,"The IDEs tend to generate boilerplate code that suppresses exceptions. Unless we know it is safe to suppress an exception, the best practice is to throw the exception. In this case, if we encounter an IOException, something must be wrong with the zipfile. Where the exception is a checked exception (like IOException) that's not allowed by the signature (as with the tryAdvance() method), we can rethrow it with something like throw new RuntimeException(""Could not read ZipEntry"", e); To be clear, the same issue affects the other tryAdvance() method.",return before instantiating the map?,Should there be RowKey#getColumnValue(String name)? This would make this code here a bit easier to grasp.,url should be checked for null.,Making *really* sure it's null? ;),"Yes had that on my to do list, but missed it.","This seems like the opposite of remove to me, since the range goes from beginning to end, if we remove from resourceEntry.begin to resourceEntry.end, then if the original begin is larger than the resourceEntry.begin and we set begin to the resourceEntry.begin, we'd be adding those ports between resourceEntry.begin and begin to the range. Similarly for end.",putIfAbsent semantics is better,we should stop the queueRequestSender ?,There is a problem here :cry: :disappointed: We need to change the library since trackaliasUser uses TracksClient.NosaraUserType.WPCOM (wpcom:user_id) internally. We should add another trackaliasUser method that takes the userType parameter....
"MergingUpdater(AbstractTripleStore database) { this.database = database; String property = System.getProperty(""outputDumps""); outputDumps = Boolean.TRUE.toString().equals(property); id = UUID.randomUUID().toString().replaceAll(""-"", """"); }","configuration should be injected, not read from system properties in the constructor.",We dont need size variable here.,"this used to bail after this call if it wasn't the root, does returning v. not returning from onCreate() in that case affect anything?","Again, getMessage() should be replaced with a more informative error","prevShip.ini shouldn't be used here, now that you have the constant defined. In fact, I don't think the file should be passed to the save manager, as that's more of a save manager concern. I would consider moving all of this logic into the hasPrevShip function.","Why should format(RevisionResource) return a ChangeInfo and not (at the very least) a RevisionInfo? Though ideally it would return a Map<String, ActionInfo>",putIfAbsent semantics is better,Is this test really testing much? It doesn't assert that the result is not a failure: !(result instanceof Failed) for instance.,Reverse the operands to avoid negation maybe? Would look nicer.,Is there a need to read the prop file for every request?,"Colon after ""used"""
protected org.spine3.server.storage.EventStorage createStorage(StorageFactory factory) { final RecordStorage<EventId> recordStorage = super.createStorage(factory); final org.spine3.server.storage.EventStorage storage = factory.createEventStorage(recordStorage); return storage; },Let's avoid FQNs as much as we can.,I still think you should throw an exception if name is null,Lets re-throw this as a RuntimeException instead.,nit: you can merge both lines above as checkNotNull will return the given argument,Message needs updating,"This too, possibly",I think that by default we should retry on Exceptions but not on other kinds of Throwables.,"After taking a second look, i think we do not need this call at all. All those check of ensure that a service is not started before schedule, etc, belong to the service layer API. Your role is to simply call Context.getSchedulerService().scheduleTask(task) and that is all.","This is very fragile, and will break when we add new storage type. Better check for the storage types (block or file?). Also, this change is possible only when creating volumes with vdsm supporting deferred preallocation, or it may cause very bad performance regression when creating big raw images. This is probably not the place to do these checks, we probably need to modify the code creating new volumes, or the code creating and copying volumes.",For test stability we maintain the previous quiet period of 0. But live behavior will change.,duplicate logic in getPrivateKeyAlias method().
"public int getLength() { Widget widget = getWidget(); int childCount = 0; if (widget instanceof Composite) { childCount = ((Composite) widget).getChildren().length; if (widget instanceof CTabFolder) { for (CTabItem tabItem : ((CTabFolder) widget).getItems()) { if (tabItem.isDisposed()) { System.err.println(""CTabItem was disposed""); break; } else { childCount++; } } } } return childCount; }",The syserr should come out.,"@unyoungwax, oops missed this, but consider prefixing this boolean with <code>is...</code>","File(planStorePath, queryId + "".plan"")","You can use RAIS plane2 = plane here, e.g.:  import java.io.Closeable; class C implements Closeable { public void close() { System.out.println(""closed""); } } public class M { public static void main(String[] args) { C c = new C(); try (C c2 = c) { System.out.println(""done""); } } }","Yes had that on my to do list, but missed it.","BTW: if ""getEntity()"" either returns the result or throws a WebApplicationException exception with ""NOT_FOUND"" status, the code can be simplified to always ""return true"" at the end and no need in ""unregisteredDisk"" local variable at all.",I think we need to maintain the backwards compatibility for the old skewl setSpeed . our new proper method is setVelocity which takes a double that specifies the angular velocity of the servo that we will try to achieve.,This could throw a NPE if options has timeseries but not metadata under it.,There is a problem here :cry: :disappointed: We need to change the library since trackaliasUser uses TracksClient.NosaraUserType.WPCOM (wpcom:user_id) internally. We should add another trackaliasUser method that takes the userType parameter....,"Wouldn't a top-level if (stopRefresh) guard condition be better, instead of checking it within the loop?",you can just use a primitive long here
"static org.ovirt.engine.core.common.businessentities.VM setUpEntityExpectations( org.ovirt.engine.core.common.businessentities.VM entity, VmStatistics statistics, int index) { expect(entity.getId()).andReturn(GUIDS[index]).anyTimes(); expect(entity.getvds_group_id()).andReturn(GUIDS[2]).anyTimes(); expect(entity.getvm_name()).andReturn(NAMES[index]).anyTimes(); expect(entity.getvm_description()).andReturn(DESCRIPTIONS[index]).anyTimes(); expect(entity.getnum_of_cpus()).andReturn(8).anyTimes(); expect(entity.getnum_of_sockets()).andReturn(2).anyTimes(); expect(entity.getusage_mem_percent()).andReturn(Integer.valueOf(20)).anyTimes(); expect(entity.getdisplay_type()).andReturn(DisplayType.vnc).anyTimes(); expect(entity.getdisplay_secure_port()).andReturn(5900).anyTimes(); expect(entity.getnum_of_monitors()).andReturn(2).anyTimes(); expect(entity.getvm_type()).andReturn(VmType.Server).anyTimes(); expect(entity.getrun_on_vds_name()).andReturn(NAMES[NAMES.length - 1]).anyTimes(); Map<String, DiskImage> diskImageMap = new HashMap<String, DiskImage>(); diskImageMap.put(""1"", new DiskImage()); expect(entity.getDiskMap()).andReturn(diskImageMap).anyTimes(); VmStatic vmStatic = new VmStatic(); vmStatic.setId(GUIDS[index]); vmStatic.setvm_name(NAMES[index]); expect(entity.getStaticData()).andReturn(vmStatic).anyTimes(); setUpStatisticalEntityExpectations(entity, statistics); return entity; }","this expectations relevant for your use-case only, no need for all tests to see them, please move them to your method which will extend expectations for setUpEntityExpectations()",Do a null check instead of catching the NPE. Can a try with resources be used?,Change doesn't belong to this PR,The exception name is not clear,"Are these checks really necessary ? Its possible that this condition is false, at the time of the check, but becomes true immediately after the evaluation.","Would be good to have constants for the builder types, right now they are hard-coded strings like ""DB"", ""Task"". WDYT?","Strange to use an XMIException here, which would imply something is corrupted at the XMI level, which is not the case. Especially since there is a AirdResourceVersionMismatchException defined in the same patch which implements Resource.Diagnostic.",EnumMachineAlpha.STEAM_OVEN.getState()?,debug logging should not change the applicationflow. getAttributesOrThrow would. getAttributesOrDefault is better I think,"verifyExceptionMatch() blocks on future.get(), so isDone() will always be true when you're here, no? Also, if the callback was received, then we should ensure that future.get() returns immediately as well, so shouldn't it be a timed get within verifyExceptionMatch()?","Does it matter that ""firstName"" and ""lastName"" are still the keys here? Probably should be full and friendly anyway?"
"public List<String> getDirectory() throws OwException { List<String> directory = new ArrayList<String>(); OwserverPacket requestPacket = new OwserverPacket(OwserverMessageType.DIR, ""/""); write(requestPacket); OwserverPacket returnPacket = null; do { try { returnPacket = read(false); } catch (OwException e) { logger.info(""getDirectory may have returned incomplete result: {}"", e.getMessage()); closeOnError(); return directory; } if (returnPacket.hasPayload()) { directory.add(returnPacket.getPayloadString()); } } while ((returnPacket.isPingPacket() || returnPacket.hasPayload())); if (!returnPacket.hasControlFlag(OwserverControlFlag.PERSISTENCE)) { logger.trace(""closing connection because persistence was denied""); close(); } connectionErrorCounter = 0; return directory; }",Is that a software issue? Then better do WARN and include the exception as a last param.,Style-nit: Unnecessary blank line.,All the above tests are already covered by the BaseComputeServiceLiveTest. You should subclass that one and try to make all tests pass without overriding its methods (as that is our compute service implementation contract). Take the [DigitalOcean](<LINK_0> one as an example.,"find a better way, this is super dodgy","Maybe I'm being daft, but where are the CDA message being added?","please fix typo listner, should be listener ?","It'd be helpful to remind what's going on here, especially mentioning that _In case when a worker's local state is behind the globally synchronized state, this implies the worker is added by EM. If so, the worker is replied to continue until it reaches the global state_.",Superfluous check I think-it has been a long time since Executors were reused.,Minor: you can extract this null check and the in-memory format/eviction policy check into a static method and invoke it from here and other implementations of ForcedEviction,rename 'resource',Non-modify entries should be added back onto newEntries.
"public void start() throws Exception { synchronized (lock) { if (childrenCache != null) { return; } childrenCache = cacheFactory.make(curatorFramework, config.getContainerPath()); } ContainerCacheListener containerCacheListener = new ContainerCacheListener(); childrenCache.getListenable().addListener(containerCacheListener); try { childrenCache.start(PathChildrenCache.StartMode.POST_INITIALIZED_EVENT); } catch (Exception e) { synchronized (lock) { try { stop(); } catch (IOException e1) { log.error(e1, ""Exception when stopping InventoryManager that couldn't start.""); } } throw e; } while (!containerCacheListener.doneInitializing) { Thread.sleep(2000); log.info(""Waiting for PathChildrenCache to be completely loaded.""); } }",can we use a CountDownLatch.await(1 minute) here instead? that way not too many logs will be printed and also it wouldn't wait any more than necessary ?,Superfluous check I think-it has been a long time since Executors were reused.,is it possible that getDruidNode() or getHostAndPortToUse() are null?,Style-nit: Unnecessary blank line.,"CompletableFuture.runAsync() uses the common pool which isn't the best option for a potentially long blocking call like Producer.flush(). Even if we provide our own thread pool to runAsync(), the CompletableFuture we'll get won't give us a way to interrupt a Producer.flush() call that exceeds the allowed timeout, which is necessary to free up the thread-pool thread in question. This is because calling cancel(true) on a CompletableFuture returned by runAsync() only causes a cancellation exception to be propagated without interrupting the blocked thread pool. I'm afraid our only option here seems to be using an ExecutorService directly java // It's okay to use a single thread executor since flush() is synchronized ExecutorService executor = Executors.newSingleThreadExecutor(); Future<?> future = executor.submit(() -> super.flush()); try { // Block until timeout elapses future.get(_flushTimeout, TimeUnit.MILLISECONDS); } catch (TimeoutException e) { ... // Interrupt the Producer.flush() call to free up the blocked thread future.cancel(true); ... }",Exception can be included as a separate parameter.,2048 looks like a magic number,Marking this as a high-priority functional correctness issue.,calling stop multiple times should return true thought,Can this be overloaded to avoid the casts?,"trace seems too low, how often will this happen?"
"public void testDoubletonFlatbush() { List<Rectangle> items = new ArrayList<>(); Rectangle rect0 = new Rectangle(1, 1, 1, 1); items.add(rect0); Rectangle rect1 = new Rectangle(-1, -2, -1, -1); items.add(rect1); items.sort(RECTANGLE_COMPARATOR); Flatbush<Rectangle> rtree = new Flatbush<>(items.toArray(new Rectangle[] {})); List<Rectangle> allResults = findIntersections(rtree, EVERYTHING); allResults.sort(RECTANGLE_COMPARATOR); assertEquals(allResults, items); Rectangle hit0 = new Rectangle(1, 1, 2, 2); assertEquals(findIntersections(rtree, hit0), ImmutableList.of(rect0)); Rectangle hit1 = new Rectangle(-2, -2, -1, -2); assertEquals(findIntersections(rtree, hit1), ImmutableList.of(rect1)); Rectangle totalMiss = new Rectangle(10, 10, 12, 12); assertEquals(findIntersections(rtree, totalMiss), ImmutableList.of()); Rectangle marginalMiss = new Rectangle(0, 0, 0, 0); assertEquals(findIntersections(rtree, marginalMiss), ImmutableList.of()); }","use ImmutableList.of() and assertEqualsNoOrder  Rectangle rect0 = new Rectangle(1, 1, 1, 1); Rectangle rect1 = new Rectangle(-1, -2, -1, -1); List<Rectangle> items = ImmutableList.of(rect0, rect1); Flatbush<Rectangle> rtree = new Flatbush<>(items.toArray(new Rectangle[] {})); List<Rectangle> allResults = findIntersections(rtree, EVERYTHING); assertEqualsNoOrder(allResults.toArray(), items.toArray());  ditto testTwoLevelFlatbush","we don't use braces around single line blocks, many more occurrences in this patch",These ^ could be final.,This test needs a verification.,Please rename to edgeId.,EnumMachineAlpha.STEAM_OVEN.getState()?,Should this be in an entitlement?,We need to check to check what happens with no value and some value snaks.,Do you think it's worthwhile to check !targetAccountName.isEmpty() as well? Same for container's check.,"I think you should be able to use Tasks.forResult(new FakeAuthResult(mockFirebaseUser)) instead of a mock object without consequence here, it should be more readable.",This leaves ActivityLauncher.newGalleryPost() unused - I think we should probably clean that up too.
public void onDeniedPendingLockNotification() { synchronized (ZKDistributedNonblockingLock.this) { _isLocked = false; _isPreempted = true; _isPending = false; ZKDistributedNonblockingLock.this.notify(); } },Looks like a lock can only be in one state at a time. I suggest merging these 2 booleans into an enum for the cleanness of the code and the logic.,Why not inline this variable?,"emmmm i dont feel this replacement is necessary...and it might change what the code intends to do, as put will replace the value corresponding to the question even if the question is already associated with a value, but putIfAbsent only associate question with the new ArrayList<>() if the question is not associated to anything.",It doesn;t look like the membership of these connections have been changed yet.. Should removeTelephonyConnection be called for all of the connections first?,isn't finishing tied to joinPagesNotNeeded not being empty? Maybe just get rid of it and then then becomes return joinPagesNotNeeded.orElse(NOT_BLOCKED),"fyi, you can use @Factory method to replace the actually tested instance (its methods have to be annotated with @Test ofc)",Showing size here would help users to understand what's wrong since it's likely users don't know an actual number of tasks with step.,"Colon after ""used""",My guess is that ResponseUrlDataCleanupJob.class should be used here in stead of ResponseDataCleanupJob.class?,putIfAbsent semantics is better,"configuration should be injected, not read from system properties in the constructor."
"public void generateExperimentalCoordinates(Vector2d firstBondVector) throws CDKException { IMolecule original = molecule; IMolecule shallowCopy = molecule.getBuilder().newInstance(IMolecule.class,molecule); for (IAtom curAtom : shallowCopy.atoms()) { if (curAtom.getSymbol().equals(""H"")) { int bondsFromCurAtom=0; for (IBond bond : shallowCopy.bonds()) if(bond.contains (curAtom)) ++bondsFromCurAtom; if (bondsFromCurAtom < 2) { shallowCopy.removeAtomAndConnectedElectronContainers(curAtom); curAtom.setPoint2d(null); } } } molecule = shallowCopy; generateCoordinates(firstBondVector); double bondLength = GeometryTools.getBondLengthAverage(molecule); HydrogenPlacer hPlacer = new HydrogenPlacer(); molecule = original; hPlacer.placeHydrogens2D(molecule, bondLength); }",IAtomContainer.getConnectedBondsCount()? or IAtomContainer.getConnectedAtomsCount()? <LINK_0>,EnumMachineAlpha.STEAM_OVEN.getState()?,All the above tests are already covered by the BaseComputeServiceLiveTest. You should subclass that one and try to make all tests pass without overriding its methods (as that is our compute service implementation contract). Take the [DigitalOcean](<LINK_0> one as an example.,"we don't use braces around single line blocks, many more occurrences in this patch",Non-modify entries should be added back onto newEntries.,m,"Maybe I'm being daft, but where are the CDA message being added?",Please rename to edgeId.,Why is isEmpty() treated special here? Why is it possible for the hash to be empty?,rename 'resource',_== true_ part is not needed as booleanForKeyWithDefault already returns a boolean ;)
