code,review,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10
"private void initialize() { Assert.isNotNull(scope, ""Task scope should not be null.""); events.addAll(manager.getEvents(scope)); try { ReviewTaskProvider reviewTaskProvider = new ReviewTaskProvider(); reviewTaskProvider.open(manager); reviewTaskProvider.query(scope, null); } catch (CoreException e) { System.out.println(e); } events.addAll(manager.getEvents(scope)); }",the constructor already asserts that,"pls use addStatus(new WarnStatus(message,this)); or addError(...) to report failures",Should we create the connector and connectorUI like we do in AbstractRepositorySettingsPageTest?,Why not just queryRunner.close();?,can we use a logger instead of System out println?,showJVM,Method should be synchronized probably?,I would prefer that you use an explicit encoding rather than null which is the platform default. Even ASCII would be a better choice than null.,please remove the catch. it is not hit. and if something goes wrong here it is fine to throw that further.,@pynicolas i would avoid having the same value for moduleKey and relativePath,Can't we get the project from the task data? It might be mapped to TaskAttribute.PRODUCT.
"public void registerInterposedSynchronization(Synchronization sync) throws IllegalStateException { try { Transaction tx = transactionManager.getTransaction(); JCAOrderedLastSynchronizationList jcaOrderedLastSynchronization = interposedSyncs.get(tx); if (jcaOrderedLastSynchronization == null) { jcaOrderedLastSynchronization = new JCAOrderedLastSynchronizationList(tx, interposedSyncs); delegate.registerInterposedSynchronization(jcaOrderedLastSynchronization); } jcaOrderedLastSynchronization.add(sync); } catch (SystemException e) { throw new IllegalStateException(e); } }",putIfAbsent semantics is better,"Not a big deal at all, but I think at some point @dmlloyd was wanting all null checks to use org.wildfly.common.Assert.checkNotNullParam(). Sin this case it could just be:  transactionSynchronizationRegistry.registerInterposedSynchronization(Assert.checkNotNullParam(""synchronization"", synchronization);",Missing a reverse() too,Remove this,This method is never used. But I do agree with Jeff that this being static feels like an issue. This would be shared across all deployments which just doesn't seem correct.,I don't understand why this copy is necessary? Couldn't you just do an index (rather than iterator) based iteration of preJcaSync?,"Can this method be restored, implemented as:  TransactionSynchronizationRegistry curTsr = transactionSynchronizationRegistry; return curTsr != null ? curTsr : (TransactionSynchronizationRegistry) jndiService().locate(TSR_NAME);  That achieves the desired perf benefit without taking the risk of bypassing the current mechanism in favor of something else. The setTransactionSynchronizationRegistry method is only called from HibernatePersistenceProviderAdapater.injectJtaManager which looks to only be called from deep logic within some JPA related DUPs. If that logic isn't executed (which seems possible, e.g. if there are no JPA deployments) or if some small future change results in it not being set in some scenario, then this static field will not be set.",We should sort the observers as described in <LINK_0>,"Theoretically, it's possible that some registrations pass. So in the catch block we should only process the observers for which the registration failed. E.g. create a copy of observers outside the catch block, remove each observer for which the registration passed and then process the copy in the catch block.",Braces required by coding convention.,Won't this one override the one set if an exception is raised?
"void setUp() { mockApplicationContext = mock(ApplicationContext.class); mockEventStore = mock(EventStore.class); mockRepositoryProvider = mock(RepositoryProvider.class); executor = spy(new MockExecutor()); testSubject = new SpringAggregateSnapshotterFactoryBean(); testSubject.setApplicationContext(mockApplicationContext); testSubject.setExecutor(executor); when(mockApplicationContext.getBeansOfType(AggregateFactory.class)).thenReturn( Collections.singletonMap(""myFactory"", new AbstractAggregateFactory<StubAggregate>(StubAggregate.class) { @Override public StubAggregate doCreateAggregate(String aggregateIdentifier, DomainEventMessage firstEvent) { return new StubAggregate(aggregateIdentifier); } })); testSubject.setEventStore(mockEventStore); testSubject.setRepositoryProvider(mockRepositoryProvider); mockTransactionManager = mock(PlatformTransactionManager.class); aggregateIdentifier = UUID.randomUUID().toString(); String type = ""StubAggregate""; DomainEventMessage event1 = new GenericDomainEventMessage<>(type, aggregateIdentifier, 0L, ""Mock contents"", MetaData.emptyInstance()); DomainEventMessage event2 = new GenericDomainEventMessage<>(type, aggregateIdentifier, 1L, ""Mock contents"", MetaData.emptyInstance()); when(mockEventStore.readEvents(aggregateIdentifier)).thenReturn(DomainEventStream.of(event1, event2)); }","Would be nice for the test to pass without modifications, to show backwards compatibility.",Why have the JdbcSQLErrorCodesResolver and UnitOfWorkAwareConnectionProviderWrapper assertions been removed from the test?,Not needed?,"Class<? extends T>..., to be exact ;-)",Any reason you're using this over getClass().getClassLoader()?,"Code formating issue: need a space after ,",// needed.,"If you want to match on a specific value you can use ArgumentMatchers.eq(): suggestion eq(NotificationChannelUtils.ChannelType.MISCELLANEOUS)))  If any value will do, there's no need to call getClass() on an instance. You can write it as: suggestion any(NotificationChannelUtils.ChannelType.class)))",Java 8,"assertTrue is even better, I think. It's shorter and easier to read.",Use thenAnswer instead of a matcher to execute arbitrary logic.
"public void run() { try (OpenShiftClient client = clouldClientHelper.get()) { logger.info(""Watching ConfigMap in namespace {}"", client.getNamespace()); try (Watch watchable = client.configMaps().watch(new Watcher<ConfigMap>() { @Override public void eventReceived(Action action, ConfigMap kieServerState) { logger.info(""Event - Action: {}, {} on ConfigMap "", action, kieServerState.getMetadata().getName()); DeploymentConfig dc = client.deploymentConfigs().withName(kieServerId).get(); if (kieServerId.equals(kieServerState.getMetadata().getName()) && action.equals(Action.MODIFIED) && ""True"".equals(dc.getStatus().getConditions().get(0).getStatus()) && triggerRollout(client, kieServerId)) { ObjectMeta md = dc.getSpec().getTemplate().getMetadata(); Map<String, String> ann = md.getAnnotations() == null ? new HashMap<>() : md.getAnnotations(); md.setAnnotations(ann); ann.put(ROLLOUT_TRIGGER_TIMESTAMP, ZonedDateTime.now().format(DateTimeFormatter.ISO_INSTANT)); client.deploymentConfigs().createOrReplace(dc); logger.info(""Update DeploymentConfig: {}"", md.getName()); } else { logger.info(""Event - Ignored""); } } @Override public void onClose(KubernetesClientException cause) { logger.info(""Watcher closed.""); if (cause != null) { logger.info(cause.getMessage()); } } })) { logger.info(""Watcher created.""); Runtime.getRuntime().addShutdownHook(new Thread(() -> { synchronized (this) { isWatchRunning = false; notifyAll(); logger.info(""ShutdownHook sent notifyAll.""); } })); synchronized (this) { while (isWatchRunning && !Thread.currentThread().isInterrupted()) { logger.info(""WatchRunner thread starts.""); try { wait(); } catch (InterruptedException e) { Thread.currentThread().interrupt(); logger.error(""WatchRunner thread being interrupted"", e); } logger.info(""WatchRunner thread being notified.""); } logger.info(""WatchRunner thread exits.""); } } } catch (KubernetesClientException e) { logger.error(""Failed"", e); } }",not sure how often this can be logged so maybe change the level to debug and also log the event that is being ignored?,"Probably going to want to watch the endpoints() rather than events(). Endpoints will give you ready + not ready hosts/ports with the metadata attached, which should be all we need for this case. Events will likely be way more data than we actually need",Critical service -> Critical component,Dangerous to call callbacks under the inner lock.,Is is reasonable to ask that this log line be written more readily (less restricted than FINE) and include a note/link to instructions for the required level of access needed to watch pod events?,return Optional<ConfigMap> ?,"Maybe: ""Cannot retry checkAndUpdateConfigMap with configMap "" + configMapName + "" because it does not exist.""",Should handler we registered when an exception occurs while watching start? Or mb it should be registered only when watcher successfully created? I prefer the second way,Maybe it makes sense to print Log.info instead. Then admin would understand better why namespace is not deleted after workspace creation.,Minor: we can deduplicate the codes by generating the singleton list before switch.,Looks like watchService cannot be null
"private static Integer getPlatFormOffset() { String currentOs = System.getProperty(""os.name"").toLowerCase(Locale.ROOT); String currentJdk = System.getProperty(""java.version"").toLowerCase(Locale.ROOT); for (int i = 0; i < PLATFORM_LIST.size(); i++) { if (currentOs.toLowerCase(Locale.ROOT).contains(PLATFORM_LIST.get(i).split("","")[0].toLowerCase(Locale.ROOT)) && currentJdk.toLowerCase(Locale.ROOT).contains( PLATFORM_LIST.get(i).split("","")[1].toLowerCase(Locale.ROOT))) { return i; } } return null; }","Throw an exception here and log an error including the currentOs and currentJdk. Returning null will cause a NPE upstream and we'll not know which OS, JDK name caused it.","Are we sure this alwyas _equals_ ""linux"" or would be using startsWith a safer option?","My inclination would be to make this regular expression a local variable, add a capture group for the integer, and then reuse that on lines 142 to get the version. Relying on a regular expression here and split below seems like it could create problems in the future if someone only updates this in one place.","Pattern.compile() is normally meant to compile a pattern once, and then re-use it. If you don't do that you can just define a Matcher directly.",In what cases this system property is null ? And why Windows (this developer unfriendly OS) should be the default ? :),This can / should probably be Locale.ROOT yeah?,please cache this map (as it is hard coded) and create an intial value so it would be compact new HashMap<>(2),"I see that similar methods in this class use IllegalStateException, shouldn't we do the same here?",please add a break statement after this to avoid fallthrough (ErrorProne complains about this).,Gson doesn't run on these versions so I don't see any reason to include them.,"Instead of returning null, could we throw an exception? We have to handle the case of finding an unknown Java version as well. Right now there will be an NPE when trying to do the comparison."
"public void subscribeUnsubscribe() throws Exception { final Postman postman = Mockito.mock(Postman.class); final DyBase base = new DyBase(); final Alias alias = new EmAlias(this.randomAlias(base), postman); final Bout bout = alias.inbox().bout(alias.inbox().start()); final Alias friend = this.randomAlias(base); bout.friends().invite(friend.name()); final ArgumentCaptor<Envelope> captor = ArgumentCaptor.forClass(Envelope.class); friend.inbox().bout(bout.number()).subscribe(false); bout.messages().post(DON_T_SEND_IT); friend.inbox().bout(bout.number()).subscribe(true); bout.messages().post(SEND_IT); bout.messages().post(SEND_IT); friend.inbox().bout(bout.number()).subscribe(false); bout.messages().post(DON_T_SEND_IT); Mockito.verify(postman, Mockito.times(2)).send(captor.capture()); final List<Envelope> messages = captor.getAllValues(); for (final Envelope envelope : messages) { final ByteArrayOutputStream baos = new ByteArrayOutputStream(); MimeMultipart.class.cast(envelope.unwrap().getContent()) .writeTo(baos); MatcherAssert.assertThat( baos.toString(), Matchers.containsString( SEND_IT ) ); } }",@pecko let's also assert it does not contain the other string.,"@mbarbieri I think you can do one assertion, comparing the arguments list directly to a list of InternetAddresses containing only friend.email()...",@bdragan let's match attachment some.xml,@erimerturk shouldn't this be using the same bout as the other one? Do we really need to change this test?,@CarlosGines let's inline bout here as well,@amihaiemil can be move in the previous line to put the most we can in a 80 characters line,"topicCreator must be created here, not at the top.",Why do you log out? Users.signIn() should log out user implicitly.,Please use assertFalse,"avoid using one-time variables, just inline it if it's the only usage",Mock? You can use pretty simple Lambda:  channel.subscribe(m -> {});  :smile:
"private void testCopyQuestion() throws Exception { ______TS(""Success case: copy questions successfully""); feedbackEditPage.clickCopyButton(); feedbackEditPage.waitForCopyTableToLoad(); assertFalse(""Unable to submit when there are no questions selected"", feedbackEditPage.isCopySubmitButtonEnabled()); feedbackEditPage.verifyHtmlPart(By.id(""copyModal""), ""/instructorFeedbackCopyQuestionModal.html""); feedbackEditPage.clickCopyTableAtRow(0); assertTrue(""Can click after selecting"", feedbackEditPage.isCopySubmitButtonEnabled()); feedbackEditPage.clickCopySubmitButton(); feedbackEditPage.verifyHtmlMainContent(""/instructorFeedbackCopyQuestionSuccess.html""); ______TS(""Success case: copy multiple questions successfully""); int numQuestionEditForms = feedbackEditPage.getNumberOfQuestionEditForms(); feedbackEditPage.clickCopyButton(); feedbackEditPage.waitForCopyTableToLoad(); feedbackEditPage.clickCopyTableAtRow(0); feedbackEditPage.clickCopyTableAtRow(1); feedbackEditPage.clickCopySubmitButton(); assertEquals(numQuestionEditForms + 2, feedbackEditPage.getNumberOfQuestionEditForms()); ______TS(""No copiable questions""); feedbackEditPage = getFeedbackEditPageOfCourseWithoutQuestions(); feedbackEditPage.clickCopyButton(); feedbackEditPage.waitForCopyErrorMessageToLoad(); assertEquals(""There are no questions to be copied."", feedbackEditPage.getCopyErrorMessageText()); assertFalse(""Should not be able to submit if there are no questions"", feedbackEditPage.isCopySubmitButtonEnabled()); ______TS(""Fails gracefully with an error message""); feedbackEditPage = getFeedbackEditPage(); feedbackEditPage.changeActionLinkOnCopyButton(""invalid URL""); feedbackEditPage.clickCopyButton(); feedbackEditPage.waitForCopyErrorMessageToLoad(); assertEquals(""Error retrieving questions. Please close the dialog window and try again."", feedbackEditPage.getCopyErrorMessageText()); assertFalse(""Should not be able to submit if loading failed"", feedbackEditPage.isCopySubmitButtonEnabled()); String questionId = getFeedbackQuestionWithRetry(courseId, feedbackSessionName, 4).getId(); BackDoor.deleteFeedbackQuestion(questionId); questionId = getFeedbackQuestionWithRetry(courseId, feedbackSessionName, 3).getId(); BackDoor.deleteFeedbackQuestion(questionId); }",Not related to gender type,Should not be able to submit when there is no question selected.,Added because?,Can be joined with the previous line?,Instead of doing this why not just assert if a certain class is present when the panel is expanded. Using verifyByHtml doesnt make sense here,"If possible, wait for element to appear instead of waiting for an absolute time as it will be more reliable.",please add space before {,log () here and after,"Just a question, why do we have to test whether the publish immediately button isn't selected? What does the 'original values' here refer to?","protected static ConfigurablePageObject getPageObject(Jenkins jenkins) { return jenkins.getVersion().isOlderThan(new VersionNumber(""2"")) ? new JenkinsConfig(jenkins) : new GlobalToolConfig(jenkins); } ConfigurablePageObject configPage = getPageObject(jenkins); boolean onConfigPage = jenkins.getCurrentUrl().equals(configPage.getConfigUrl());","similar here, should verify html content after the edition, so that you can know the edition indeed appears on the page"
"public Ban.Builder profile(org.spongepowered.api.profile.GameProfile profile) { checkNotNull(profile, ""Profile cannot be null!""); checkState(banType == BanTypes.PROFILE, ""Cannot set a GameProfile if the BanType is not BanType.USER_BAN!""); this.profile = profile; return this; }",Message needs updating,Doesn't this duplicate the nonNull check?,Interesting wrapping style :),Is this refactoring or new functionality?,This is illogically placed,Not sure this is the best place for these generic checks.,"The message should be ""definition is null"". Same for all other requireNonNulls","similarly:  if (!expression) { throw new BadRequestException(String.format(messageTemplate, messageArgs)); }","Can you remove private setters? It's not necessary we have private setters, so we reduce the size of the class",Use CharSequence instead of Object for actual's type.,It might be better to override toString rather than append ValidationError because now you will get org.voltdb.exception.ValidationError: ValidationError: MESSAGE when toString is called or the stack trace is printed
"public void removeListener() { View view = getView(); if (view != null) { getDiagramEventBroker().removeNotificationListener(view, this); if (hostSemanticElement != null) { for (EObject stereotypeApplication : hostSemanticElement.getStereotypeApplications()) { getDiagramEventBroker().removeNotificationListener(stereotypeApplication, this); } getDiagramEventBroker().removeNotificationListener(hostSemanticElement, this); hostSemanticElement = null; } } if (!stereotypeList.isEmpty()) { for (Stereotype stereotype : stereotypeList) { View label = helper.getStereotypeLabel(hostView, stereotype); if (null != label) { getDiagramEventBroker().removeNotificationListener(label, this); } BasicCompartment compartment = helper.getStereotypeBraceCompartment(hostView, stereotype); if (compartment != null) { getDiagramEventBroker().addNotificationListener(helper.getStereotypeBraceCompartment(hostView, stereotype), this); } if (compartment != null && stereotype != null) { EList<Property> properties = stereotype.allAttributes(); for (Property property : properties) { getDiagramEventBroker().removeNotificationListener(helper.getStereotypePropertyInBrace(hostView, stereotype, property), this); } } } } }",'null !=' is preferably used,Avoid multiple returns.,unsubscribe(),null or constant must be first for operations.,List#isEmpty(),List#isEmpty(),checkif you could remove that because there is already a notification service for stereotype,Can't assume ConnectableElement here either.,"Same as #addObserver, no one seems to call it.",unsubscribe(),This is not enough. Look at the method DecoratorAdapterFactory#dispose(). You have to iterate on the values of the map and dispose them propery
"protected void reinitAllDatabases() throws IOException { boolean acquired = false; try { semaphore.acquire(Integer.MAX_VALUE); acquired = true; try { db.close(); } catch (IOException e) { log.warnUnableToCloseDb(e); } try { expiredDb.close(); } catch (IOException e) { log.warnUnableToCloseExpiredDb(e); } } catch (InterruptedException e) { log.warnUnableToCloseDb(e); log.warnUnableToCloseExpiredDb(e); } db = reinitDatabase(getQualifiedLocation(), dataDbOptions()); expiredDb = reinitDatabase(getQualifiedExpiredLocation(), expiredDbOptions()); if (acquired) { semaphore.release(Integer.MAX_VALUE); } }",This should be done in a proper try finally block. If a reinitDatabase method threw an IOException the semaphore would be irreparably broken.,"@rvansa I think stop() should release all the semaphore permits. Threads trying to read from/write to the store after it was stopped should throw an exception immediately, they should not block forever.","Do we really want to sleep for 1 sec? Also, with a constant sleep time it is possible that one thread gets starved of locks, if other threads keep jumping in. Might be worth sleeping for a random amount of time, say between 50 and 300 ms. Also, you're not converting time to ns here.","I missed that PR, but isn't Notifier a lot like CompletedFuture?",one extra {},"Thank you, @dsyer , for the contribution! I'm afraid that this doesn't fit to the current 4.3 GA dead line this Friday. Just after that we will switch to 5.0 based on Java 8 already, so this issue may go away already :smile:  :spring-integration-jdbc:compileJava/home/travis/build/spring-projects/spring-integration/spring-integration-jdbc/src/main/java/org/springframework/integration/jdbc/lock/JdbcLockRegistry.java:158: error: unreported exception Exception; must be caught or declared to be thrown throw e;  Here is a JIRA to track: <LINK_0> Let us know if that works for you","A more detailed message like ""Sleep during DB update retry interrupted"" would be more useful.",I guess this mirrors the semaphore.acquire(Integer.MAX_VALUE) in the stop() method. Wouldn't it make sense then to initialize the semaphore in the init() method with new Semaphore(Integer.MAX_VALUE) ? @danberindei suggestion to use a reentrant lock is probably even better,"This does not reflect the tryLock(long time, TimeUnit unit) contract. We may obtain the local lock but should wait for the result from DB exactly during the desired time. Or even better for the time which is left after the local tryLock. Can transaction timeout help us here ?","Who else is using the lock? You could make a ""queueLock"" object to lock on for this purpose.",the second parameter can be removed
"public MatchClause append(Filter filter) { if (clause == null) { clause = new StringBuilder(""MATCH (n)""); if (filter.getRelationshipDirection().equals(Direction.INCOMING)) { clause.append(""<""); } clause.append(String.format(""-[%s:`%s`]-"", relationshipIdentifier(), this.relationshipType)); if (filter.getRelationshipDirection().equals(Direction.OUTGOING)) { clause.append("">""); } clause.append(String.format(""(%s) "", nodeIdentifier())); } clause.append(filter.toCypher(relationshipIdentifier(), clause.indexOf("" WHERE "") == -1)); return this; }",suggestion if (filter.getRelationshipDirection() == Direction.INCOMING) {,suggestion if (filter.getRelationshipDirection() == Direction.INCOMING) {,It hardcodes that the EntityUid must be a TrackedEntityType,There are lots of other places that build predicates. We should be consistent and use this new method everywhere we build a FilterPredicate.PathElement OR a new Path.,Introduce hasLabel() on Node?,This variable and the next seem unused.,Should we give more hints as to why this is Invalid Search Parameter?,"For the future, please send formatting changes in a preceding commit so that they don't interfere with spotting the actual changes..",Why it's not as below  final RelTraitSet inputTraitSet = sort.getInput().getTraitSet().replace(out);,"I just realized that the current way we do null check is incorrect in a lot of the matchers. If column is null, an NPE will have been thrown in the super call before reaching this statement. checkNotNull returns the object itself, so it is better to call it in the super:  super(..., prefix, Preconditions.checkNotNull(column).getSqlKeyword()), suffix));",clause?
"public static AdjustableSweepBatchConfigSource create( MetricsManager metricsManager, Supplier<SweepBatchConfig> rawSweepBatchConfig) { AdjustableSweepBatchConfigSource configSource = new AdjustableSweepBatchConfigSource(rawSweepBatchConfig); Gauge<Double> gauge = AdjustableSweepBatchConfigSource::getBatchSizeMultiplier; metricsManager.addMetricFilter(AdjustableSweepBatchConfigSource.class, ""batchSizeMultiplier"", ImmutableMap.of(), () -> gauge.getValue() != 1.0); metricsManager.registerMetric(AdjustableSweepBatchConfigSource.class, ""batchSizeMultiplier"", gauge); return configSource; }",I am confused b/w the description and implementation of filter here.,"Looks like this line is unnecessary? The ""values"" variable is never being used.",Should this be removed from here if this is already being updated in getValue?,code style,"Avoid two lookup, what about this?  final Double ratio = this.configuration.get(entity); return ratio == null ? DEFAULT_RATIO : ratio.doubleValue();","This shouldn't be synchronized, as nothing else in MetricRegistry uses this lock.",Might be better to just not set when empty,Should it be Locale.getDefault()?,"I thought you wanted to end this practice, Adrian?","I would rewrite this without streams, it's a bit difficult to read.",This constructor should call the more general one with a default value (3 in this case)
"public void configure(Binder binder) { JsonConfigProvider.bind(binder, ""druid.metadata.storage.tables"", MetadataStorageTablesConfig.class); JsonConfigProvider.bind(binder, ""druid.metadata.storage.connector"", MetadataStorageConnectorConfig.class); JsonConfigProvider.bind(binder, ""druid.manager.segments"", MetadataSegmentManagerConfig.class); JsonConfigProvider.bind(binder, ""druid.manager.rules"", MetadataRuleManagerConfig.class); binder.bind(PasswordProvider.class).toProvider( new Provider<PasswordProvider>() { @Inject MetadataStorageConnectorConfig metadataStorageConnectorConfig; @Inject Injector injector; @Override public PasswordProvider get() { final PasswordProvider passwordProvider; if (metadataStorageConnectorConfig == null || metadataStorageConnectorConfig.getPasswordProvider() == null) { JsonConfigProvider<PasswordProvider> provider = JsonConfigProvider.of(""druid.password"", PasswordProvider.class); provider.inject(injector.getInstance(Properties.class), injector.getInstance(JsonConfigurator.class)); passwordProvider = provider.get().get(); } else { passwordProvider = metadataStorageConnectorConfig.getPasswordProvider(); } injector.injectMembers(passwordProvider); return passwordProvider; } } ); }",Logging might be helpful to warn users that this should not happen.,This can be replaced with NoopAuthorizationManager.,Probably need this?  binder.bind( new TypeLiteral<SeekableStreamIndexTaskClientFactory<KinesisIndexTaskClient>>() { } ).to(KinesisIndexTaskClientFactory.class).in(LazySingleton.class);  Please fix KafkaIndexTaskModule properly too.,Nit: you could just turn the field into a ConfigOption.,Use CopyOnWriteArrayList for the injectorNames and remove synchronized() statements.,I would maybe prefer to call it Noop instead of Fake?,I don't think this is required. Given that it has a no-arg constructor. Guice should be able to inject this.,@mureinik We should ensure that the vararg-array is not null. You can use the class Checks here.,Do you need this? I think that binding it should be enough.,Please use Singleton annotation and remove this explicit binding. We plan to remove existing such usage pattern.,"Version.version would be better (like '2.4.1-SNAPSHOT', compare to '2.4' )"
"public void testMigrationTask() throws InterruptedException { MigrationTask migrationTask = new MigrationTask(project); migrationTask.start(); Assert.assertTrue(migrationTask.isAlive()); migrationTask.join(); Assert.assertFalse(migrationTask.isAlive()); Assert.assertEquals(100, migrationTask.getProgress()); }","test should test, if metadata is migrated ;-)",Could be merged to the next one with help of pollDelay.,why would validation have run just after construction?,"Slightly cleaner to verify that TaskInstance's commit is called/not called instead of interacting with the OffsetManager directly (since the contract AsyncRunLoop is with TaskInstance, not OffsetManager.)","This whole logic could be simplified as:  private void verifyExceptionalState(ThrowingRunnable action) { assertThrows(TaskMigratedException.class, action); // This task should be closed as a zombie with all the other tasks during onPartitionsLost assertThat(assignedTasks.runningTaskIds(), equalTo(singleTaskId)); EasyMock.verify(t1); }  so that new test just needs to put in the intended action. Here singleTaskId is a class level parameter I defined to replace the singleton list, which is not highly required.","Possibly unnecessary to start two new threads for this test when one sits around waiting for the InterruptTestRunner to complete. Most of InterruptTestRunner could be inlined here (if you wanted). There may be some purpose I'm missing - I initially thought it was to stop the test hanging, but we join() indefinitely here.","in theory it takes 2s, if it takes 3s it does not work because it means that work1 is executed twice. The timeout must be lower than 3s try something like ""getDurationMillis() * 3 - 200""",nit: remove final (here and elsewhere in this file),I _really_ dislike package-visible fields being used in tests.,We required braces for single-line if statements.,You need to mark the pipelining as final as the code needs to be JDK6 compatible.
"protected Object toNSCollection(ERXRestFormat.Delegate delegate, NSMutableDictionary<Object, Object> associatedObjects) { Object result = associatedObjects.get(_associatedObject); if (result == null) { if (delegate != null) { delegate.nodeWillWrite(this); } if (isArray()) { NSMutableArray<Object> array = new NSMutableArray<Object>(); for (ERXRestRequestNode child : _children) { array.add(child.toNSCollection(delegate, associatedObjects)); } result = array; } else if (isNull()) { result = NSKeyValueCoding.NullValue; } else if (_value != null) { result = _value; } else { NSMutableDictionary<Object, Object> dict = new NSMutableDictionary<Object, Object>(); for (Map.Entry<String, Object> attribute : _attributes.entrySet()) { String key = attribute.getKey(); Object value = attribute.getValue(); if (value == null) { value = NSKeyValueCoding.NullValue; } dict.put(key, value); } for (ERXRestRequestNode child : _children) { String name = child.name(); Object value = child.toNSCollection(delegate, associatedObjects); if (value != NSKeyValueCoding.NullValue || ERXProperties.booleanForKeyWithDefault(""ERXRest.includeNullValues"", true) == true) { dict.put(name, value); } } if (dict.isEmpty()) { result = NSKeyValueCoding.NullValue; } else { result = dict; } } if (_associatedObject != null) { associatedObjects.put(_associatedObject, result); } } return result; }",_== true_ part is not needed as booleanForKeyWithDefault already returns a boolean ;),"Giving new opportunity for Marco (or everyone else), eh? ;-P",Minor: why do you need the cast here?,"The logic of this method is duplicated from SaxonXPathRuleQuery::getRepresentation. In case the list is empty, this should be using EmptySequence.getInstance(), which the SaxonXPathRuleQuery already does",use final keyword,Would it be cleaner to just do this: <LINK_0>,"I think there are a few more types here that are relevant like XSBoolean, XSDateTime, XSInteger, and XSURI.",Maybe use a somewhat more descriptive variable name rather than 'x' :),else if,"jfyi we could also do:  headerMapper = simpleMapper .copy() .configure(MapperFeature.ACCEPT_CASE_INSENSITIVE_PROPERTIES, true);  <LINK_0>",Why return as an object ? Wouldn't it be better to just return a String[] ? Saves the trouble of casting ?
"public User addUserToProject(final Project project, final Account account, final Role... userRoles) { notNull(project, ""project""); notNull(account, ""account""); notEmpty(account.getUri(), ""account.uri""); notNull(userRoles, ""userRoles""); validateRoleURIs(userRoles); noNullElements(Arrays.stream(userRoles).map(Role::getUri).collect(Collectors.toList()), ""userRoles.uri""); notEmpty(project.getId(), ""project.id""); final User user = new User(account, userRoles); doPostProjectUsersUpdate(project, user); return getUser(project, account); }",redundant check,This should only be indented one level,pls use querydsl instead (already in master),"This should call all  java return all(params, (RequestOptions) null);",Please remove diagnostic modifications before merging.,Probably smarter that way yes,"This should actually be APIException, the + should be a , and the other part should be wrapped in new Object[] { } so this gets properly localised.",Shoudn't use class attribute for the UserApi?,"You can use ArrayList constructor instead of going through stream. java new ArrayList<UserDTO>(users)  Second point. I know it was already there, but peek is intended mainly for debugging. Map would be much clearer. java .map(e -> e.users(new ArrayList<>(users)));","There should be a null check on the identityProvider, prior to calling its getRoles method. Maybe something like... List<String> roles = (identityProvider != null) ? identityProvider.getRoles():null;",do we really have to throw an exception in that case? wouldn't a warn be enough?
"public void testDeadlock() throws Exception { doTest(1000 * 30); boolean interrupted = Thread.interrupted(); if (interrupted) { fail(""Thread was interrupted at end of test""); } }",Why not inline this variable?,I don't think this is needed. This method already checks the return value of latch.await() and throws on failure. The client doesn't need to assert since returning from the method indicates success.,Bump all the numbers,"Possibly unnecessary to start two new threads for this test when one sits around waiting for the InterruptTestRunner to complete. Most of InterruptTestRunner could be inlined here (if you wanted). There may be some purpose I'm missing - I initially thought it was to stop the test hanging, but we join() indefinitely here.",Please follow the strategy employed in ParallelExecutionIntegrationTests to make these tests faster.,Shouldn't you call cdl2. countDown() before you check the state again?,"My suggestion was to do assertFalse(await(tryLock)); first and await(lock.unlock()); later, without other delays.",Let's check exception message here?,"Hmmm, I think this JMX attribute became kind of useless the moment we stopped allowing the mix of tx and non-tx operations in the same cache, and now even more so because the number of deadlock checks isn't deterministic. I'd deprecate the attribute and remove this check.",:astonished:,This should probably be removed
"public void makeSortable() { final Map<ImageResource, Integer> imageWeightMap = new HashMap<ImageResource, Integer>(); imageWeightMap.put(statusCell.upImage, 0); imageWeightMap.put(statusCell.volumeSomeBricksDownImage, 1); imageWeightMap.put(statusCell.allBricksDownImage, 2); imageWeightMap.put(statusCell.downImage, 3); makeSortable(new Comparator<GlusterVolumeEntity>() { private final CustomStatusImageComaparator imageComparator = new CustomStatusImageComaparator(imageWeightMap); @Override public int compare(GlusterVolumeEntity o1, GlusterVolumeEntity o2) { return imageComparator.compare(statusCell.getStatusImage(statusCell.getVolumeStatus(o1)), statusCell.getStatusImage(statusCell.getVolumeStatus(o2))); } }); }",Are we recalculating the volume status here?,It's probable that the original intent was to avoid the overhead of Float.compare which will call floatToIntBits to do precise equality ? We could maybe switch to the following logic: if (o1.weight > o2.weight) { return -1; } else if (o1.weight < o2.weight) { return 1; } else { return 0; } To make it clearer for findbugs that we don't care about exact equality? This is only used for ordering and I think it's fine to treat 2 weights equal (for ordering purposes) if they change by just epsilon.,"Rather than a boolean for ssd, should this be a type? Maybe we want to favor non-ssd in another balancer impl?","why not >0 ? let say a volume has 6 bricks and first 2 are down. In this scenario, the above loop will executed 4 times but 3 is enough to get the expected result",please make it static,This doesn't seem aligned with the original implementation,Careful with float comparison. Although minor accuracy issues isn't a big deal here.,use foreach style loop,"May be I am missing something, but should ExecutableFlow be available to comparator (ranker) ? This will enable us to have more signals to chose an Executor A over Executor B in context of Executable flow C ? Just to make it more extensible and avoiding interfaces changes later on.",It's Comparator.reverseOrder(),"This means we are ordering the results by startTime, by default. But, the current behavior is to order by instanceTime in descending order and this change breaks that."
