code,review,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10
"@@ -81,7 +81,7 @@ feature 'LOA1 Single Sign On' do it 'user can view and confirm personal key during sign up', :js do allow(FeatureManagement).to receive(:prefill_otp_codes?).and_return(true) user = create(:user, :with_phone) - code = '1234' + code = 'ABC1-DEF2-GHI3-JKL4' stub_personal_key(user: user, code: code) loa1_sp_session ","Again, Poltergeist didn't catch the fact that this field has a regex pattern requirement.","Here the same, I would make separate methods `check_leave_team_permission` and `check_manage_user_team_permission`.",  Interesting! I didn't know anything about this before. So this allows us to refresh an access token without the user needing to be present and authorize the refresh?,"Could this be breaking? I think it shouldn't, the aggregated_components is used only by the new generators, and it makes sense that aggregating the components in a single cppinfo, keeps the root properties. The aggregation cannot be done for the component's properties because they cannot be aggregated but keeping the root one make sense. right?",This is not needed anymore.,Is this named correctly?,Isn't `admin` fabricated earlier?,Metrics/LineLength: Line is too long. [122/120],Prefer double-quoted strings unless you need single quotes to avoid extra backslashes for escaping.,"we call cities + towns . size a lot, maybe make a helper method on tiles","I don't know why we used to render `Reminder: You used`, but I took the liberty of lowercasing it because...grammar."
"@@ -1208,9 +1208,9 @@ def regularize(cov, info, mag=0.1, grad=0.1, eeg=0.1, exclude='bads', channel type separately. Special care is taken to keep the rank of the data constant. - Note. This function is kept for reasons of backwards-compatibility. - Please consider explicitly using the `method` parameter in - compute_covariance to directly combine estimation with regularization + **Note:** This function is kept for reasons of backward-compatibility. + Please consider explicitly using the ``method`` parameter in + `compute_covariance` to directly combine estimation with regularization in a data-driven fashion. Parameters ",maybe add a link to the FAQ section.,I would consider deprecating this method to avoid having 2 (inconsistant) ways of computing the rank from raw data.,This will throw a warning since the `exclude` parameter is not set. Might be saner to do `exclude='bads'` then omit from the next line.,"A problem with inserting new arguments is that it breaks backwards compatibility in cases where people call the function with non keyword arguments (`read_raw_kit(input_fname, mrk, elp, ...)`). Before making this change we should be sure that nobody is using this function in their scripts that way. Otherwise the safer alternative is to add new arguments at the end.","ouch sorry guys this is my bad, I didn't know how to do this in a portable way :/ Would you say this is a good solution?","why `+0.8`? shouldn't it always be lower? i.e., `np.abs(stc_normal.data) <= stc.data` should hold",@GuillaumeFavelier can you avoid such cosmetic changes? it makes diff longer to read for little gain. thx,use lower case? `Type` -> `type`,this should use `shlex.quote`,I would keep the `@return null|array` for other tooling than phpstan,A bit exaggerated. Maybe remove the 'very'.
"@@ -828,13 +828,13 @@ func (b *cloudBackend) runEngineAction( <-displayDone scope.Close() // Don't take any cancellations anymore, we're shutting down. close(engineEvents) - close(displayEvents) close(displayDone) contract.IgnoreClose(manager) // Make sure that the goroutine writing to displayEvents and callerEventsOpt // has exited before proceeding <-eventsDone + close(displayEvents) status := apitype.UpdateStatusSucceeded if err != nil { ",shouldn't pulling on displayDone be done after pulling on eventsDone... ?,why doesn't this try calling t.getAdminPermission()?,"This had been non-fatal since #302, but I don't see any discussion there about why it was non-fatal then.",I think a better place for this would be inside of `broadcaster#Start()`,"I see, the provider-level region skips the field validation. May be add a mention about this here?",This log line was added by me. I think it won't hurt but it simplifies a debugging process.,"There's only one set of `mapByResourceAndAction` and `methodsInfo`, so they're no longer passed in, but retrieved in the introspection code.",Shouldn't we be returning the error if there is an error here? I noticed you have a todo below to find out why the statement below is running when there is an error.,What the heck is a LUT?  ,not needed because it's not a pointer on a slice.,"@CecileRobertMichon do you have any thoughts on doing this override here? Is this preferable to the pattern we have currently, where we pass along upgrade context through the code flow and do upgrade-specific mutations during defaults enforcement?"
"@@ -10,11 +10,16 @@ from six.moves import socketserver #type: ignore # pylint: disable=import-erro import josepy as jose import OpenSSL +import pytest from acme import errors from acme import test_util from acme.magic_typing import List # pylint: disable=unused-import, no-name-in-module +# turns all ResourceWarnings into errors for this module +if six.PY3: + pytestmark = pytest.mark.filterwarnings(ignore::ResourceWarning) # pragma: no cover + class SSLSocketAndProbeSNITest(unittest.TestCase): Tests for acme.crypto_util.SSLSocket/probe_sni. ",Doesn't this do the opposite and ignores all `ResourceWarnings` in this module?,Do we get any benefit from only putting `type: ignore` for `SSL` if there is a stub for `crypto`?,"Could this be breaking? I think it shouldn't, the aggregated_components is used only by the new generators, and it makes sense that aggregating the components in a single cppinfo, keeps the root properties. The aggregation cannot be done for the component's properties because they cannot be aggregated but keeping the root one make sense. right?",I assume you're checking with XNA and these are cases where we missed having it serializable? Can you add `[DataContract]` to these as well if that is the case?,"If you remove `visit_mypy_file` from the class (I think that it's unused), this will be completely reasonable, since this will be reference to something outside the AST node we are transforming.",Grammatical error: cause origin variable be modified to cause origin variable to be modified,and this one?,"afaict, the `binary_mode=True` case here is never exercised? should there be some `if PY3` conditional logic somewhere consuming this for when pants is executed with a 3.x interpreter?","For the record: this is a bit ugly, but it will turn into a cleaner and more proper `fs.get_file` when migrating dvcfs to fsspec.","Let's throw a generic ``ConanException``. New exceptions will be introduced from now on, only if it is going to be captured and processed somewhere else. Let's keep it simple.","What type is `NumberHandling`? Isn't it an enum value, how can it be null?"
"@@ -30,6 +30,9 @@ public interface MessageQueueWriter { void write(List<RawMessageEvent> entries) throws MessageQueueException; + default void preFlightCheck() throws PreflightCheckException { + } + @AutoValue abstract class Metrics { public static class Provider implements javax.inject.Provider<MessageQueueWriter.Metrics> { ","What do you think about moving this out of the interface? I think the implementation is inconsistent with other pre-flight checks. The MongoDB and Elasticsearch services don't implement checks this way, and potential plugin checks do neither.","I would suggest to use pipelineCreationAllowed as the internal state name, it makes the code easier to read out as I I see. I know this is a regular getter and and setter pair, but... In the tests, the set method is always called with true as the parameter, so I suggest to call this method simply allowPipelineCreation() without a parameter, the getter part of the pair in this case can be called as isPipelineCreationAllowed(). This suggestion is simply about expressions from the usage point of view, and I don't have a strong opinion on this, however if we want to keep this name and want to name it as a regular getter setter as it is suggested by the books then we should use isAllowPipelineCreation as the getter name.",Why removing the `public` keyword?,Please don't include general cleanup in otherwise unrelated files in your PR.,"Term `noteIndex` is little bit confusing for me. Since you are working on naming, how about changing it into `noteSearchService`?",This must be renamed as soon as LibraryUI introduces class with identical name `SearchCategory`.,Forgot to pass `params` to `fetchAccounts` here ),"There are methods in IUIContext, no?",Can we rename `AVRO_SCHEMA_FULL_NAME` to `DEFAULT_AVRO_SCHEMA_FULL_NAME` please?,Confirmed the issue on SQ side.,"Why `@protected`? Why should this be overridden? Trailing underscore means `@private`, so would have to be removed."
"@@ -55,11 +55,11 @@ class Options: self.fast_parser = False self.incremental = False - def __eq__(self, other): + def __eq__(self, other: Any) -> bool: return self.__class__ == other.__class__ and self.__dict__ == other.__dict__ - def __ne__(self, other): + def __ne__(self, other: Any) -> bool: return not self == other - def __repr__(self): + def __repr__(self) -> str: return 'Options({})'.format(pprint.pformat(self.__dict__)) ",This should actually be `object`.,The second argument shouldn't be `None` -- it should be an empty list if there are no arguments.,Is this also going to be true for the real version of fine-grained?,"Why not Optional? (Currently mypy ignores the None initialization but we may change that, and it seems to me this function can definitely return with `id_mapper` still None.",Would `elif x is None` work?,@agramfort I like this better since it's a separate issue from preloading. WDYT? cc @dengemann,"You'll also need to add this to `predict_entailment` in the model, I think.",Where are the descriptions?  ,"Maybe for the variable access we should provide access to the structure? Like if it is a list of items, it should be a list of items, not always a string that they will need to parse? I also understand the reason for always a string, to resemble the native env-vars, just a question.",Better to call this `paths_from_buildroot_iter()` (and below). `relative` is a vague term.,A node_test shouldn't depend on a NodePathsLocal because there isn't any inflection points.
"@@ -303,7 +303,7 @@ feature 'Sign Up', devise: true do # When I resend confirmation instructions to an existing user # Then the user does not receive an email context 'confirmation instructions sent to existing user', email: true do - it 'does not send an email to the existing user' do + xit 'does not send an email to the existing user' do user = create(:user) visit '/' ","this 'resend email confirmation' link is not currently in designs, hence the removal -- will discuss with ryan t and figure out where we can slide it...",Metrics/LineLength: Line is too long. [122/120],Remove the entire condition.,@mdorier can you condition this on whether `self.run_tests` is `True`? by default it will be off. Otherwise I think the result may be unexpected given the python test dependency.,Isn't `admin` fabricated earlier?,Line is too long. [117/80],Trailing whitespace detected.,Is this named correctly?,"_I think_ this is the correct way to freeze this array, but I'm open to any suggestions to improve it (or fix it altogether if I'm not even close to how it should be   )",why do you do this?,"Here the same, I would make separate methods `check_leave_team_permission` and `check_manage_user_team_permission`."
"@@ -94,6 +94,10 @@ class Dataset: meta_name = self._config.get('dataset_meta') if meta_name: meta_name = Path(meta_name) + print_info({dataset_name} dataset metadata will be saved to {file}.format( + dataset_name=self._config['name'], file=meta_name)) + print_info('Converted annotation for {dataset_name} dataset will be saved to {file}'.format( + dataset_name=self._config['name'], file=Path(annotation_name))) save_annotation(annotation, meta, Path(annotation_name), meta_name) self._annotation = annotation ","Do you check path representation, when you print it? If I not mistaken, it will be printed like PosixPath('path')",This should really be a defined constant.,"Let's throw a generic ``ConanException``. New exceptions will be introduced from now on, only if it is going to be captured and processed somewhere else. Let's keep it simple.","If you remove `visit_mypy_file` from the class (I think that it's unused), this will be completely reasonable, since this will be reference to something outside the AST node we are transforming.",we never use np.testing outside of tests. Also shape are tuples so == works fine.,Why do we intentionally discard the net price here?,Are we sure that this will not return any forbidden characters for the path file?,This will throw a warning since the `exclude` parameter is not set. Might be saner to do `exclude='bads'` then omit from the next line.,assign the guid to the annotation GUID on deserialize.,lowpass is always present but it can be None. I think you will warn all the time here. What I would do is something like this: `if raw.info.get('lowpass') and raw.info['lowpass'] < 'lowpass' `,~~What's a repo import?~~ Got it.
"@@ -43,10 +43,17 @@ class Package extends BasePackage protected $stability; protected $notificationUrl; + /** + * @var Link[] + */ protected $requires = array(); protected $conflicts = array(); protected $provides = array(); protected $replaces = array(); + + /** + * @var Link[] + */ protected $devRequires = array(); protected $suggests = array(); protected $autoload = array(); ","this should also be done for other properties (conflicts, provides and replaces are also package links)",The `TopTags` at the beginning of the file is now unused and can be removed as well.,"we should avoid manual edits to the generated files, right?","/cc @choumx I can't tell if this value is actually exposed to publishers. If so, this isn't safe to change.","Term `noteIndex` is little bit confusing for me. Since you are working on naming, how about changing it into `noteSearchService`?",Do you use this error code somewhere? It doesn't sound like an error code for collection.,I think you'd better move this class into proper one. It's used in binding method only.,Please don't include general cleanup in otherwise unrelated files in your PR.,@garyli1019 : Is this one of the places where we are missing the cleanup of resources ?,"Perhaps instead of adding a new call for is_thrift, this could move to a different pattern. Maybe it could look for the class instead via isinstance. It looks like the deprecation plan for the associated `is_*` methods involved types via marker mixins.","Here we import with alphabetical order, so please put this line after CallTransformer"
"@@ -113,6 +113,11 @@ public class RegisterIsoCmd extends BaseCmd { description = true if ISO should bypass Secondary Storage and be downloaded to Primary Storage on deployment) private Boolean directDownload; + @Parameter(name = ApiConstants.PASSWORD_ENABLED, + type = CommandType.BOOLEAN, + description = true if password reset feature is supported; default is false) + private Boolean passwordEnabled; + ///////////////////////////////////////////////////// /////////////////// Accessors /////////////////////// ///////////////////////////////////////////////////// ",@anuragaw let's export this via the template response (listIsos response should return this key) and we're golden!,"it would be better if we give it a big enough initial size, such as `(int) (methods.size() / 0.75f) + 1`","There are methods in IUIContext, no?",why is this required? the cache already contains the subject (via `Cache.withSubject()`),@mjkkirschner is this an API break too?,"I think it's better to have the different classes each have their own loggers, rather than having them all share the `Migrations.class` logger. By having different loggers, users can more easily filter logs and can also configure different log levels for the different loggers. I assume your motivation for switching to a shared logger was so that the execution time would be logged by the same logger as the other messages from the command execution itself? I don't have a great solution but one option could be to have each command implement a simple `getLogger()` method, which we can then call here.","Since you're editing that line, could you add a space after the `!` to make it super clean?",Wouldn't be better to have here `.first()`? I don't see any try/catch here,Or remove status :-),Whats going on here? `((X * Y)/Z) * Z` = `X * Y` is it not?,"should `ServerSpanNaming.get()` context customizer be added here? I notice it's missing in some cases and included in others, but not clear to me why"
"@@ -710,6 +710,8 @@ redo_accept: X509_free(signer); X509_STORE_free(store); X509_VERIFY_PARAM_free(vpm); + if (rsign_sigopts != NULL) + sk_OPENSSL_STRING_free(rsign_sigopts); EVP_PKEY_free(key); EVP_PKEY_free(rkey); X509_free(cert); ",The NULL check isn't necesary.,This will be removed.,Same here regarding line 614,NULL check not needed.,Also don't need the case in return;,Avoid variables with short names like $b. Configured minimum length is 3.,Do you really need to mkdirs() here? I would think you just need `project.prepare()` which will make that target folder if necessary. Can you try that instead?,Please put the `Trim` inside `FoldToASCII`,"This configures Jackson to exclude `null`, `Optional.empty()` and empty collections when serializing.",(style) line over 80 characters,It is slightly cleaner to just pass `context` through and only access `context.webgl2` in `combineShader`. Also this lets us access any other properties of `context` in the future.
"@@ -3,6 +3,8 @@ # # SPDX-License-Identifier: (Apache-2.0 OR MIT) +from spack import * + class PyGrpcio(PythonPackage): HTTP/2-based RPC framework. ",You'll need another blank line after this to get the flake8 and isort checks to pass.,"/cc @choumx I can't tell if this value is actually exposed to publishers. If so, this isn't safe to change.",@mjkkirschner is this an API break too?,"_I think_ this is the correct way to freeze this array, but I'm open to any suggestions to improve it (or fix it altogether if I'm not even close to how it should be   )","Perhaps instead of adding a new call for is_thrift, this could move to a different pattern. Maybe it could look for the class instead via isinstance. It looks like the deprecation plan for the associated `is_*` methods involved types via marker mixins.",I think we should rename _module to _service ...,Please don't include general cleanup in otherwise unrelated files in your PR.,"I think we should we avoid `import six` for consistency with the approach followed elsewhere. What do you think, @RobbeSneyders ? Looks like we are using `six.reraise` in a few places and `six.text_type` in apiclient.py.",Line is too long. [117/80],This must be renamed as soon as LibraryUI introduces class with identical name `SearchCategory`.,Please change file name to `touch-handler`.
"@@ -4381,9 +4381,9 @@ class ConfigProviders(Config): curProvObj = sorted_providers[curProvider] curProvObj.enabled = curEnabled if curEnabled: - providers_reordered.insert(0, curProvider) + enabled_providers.append(curProvider) else: - providers_reordered.append(curProvider) + disabled_providers.append(curProvider) except: continue ",@echel0n this line means that providers which a lower preference become the most preferred when saving providers.,"Why not Optional? (Currently mypy ignores the None initialization but we may change that, and it seems to me this function can definitely return with `id_mapper` still None.",Who calls `cleanup_old_worker()`?. I am having some trouble finding it.,"You'll also need to add this to `predict_entailment` in the model, I think.",Is this also going to be true for the real version of fine-grained?,~~What's a repo import?~~ Got it.,@agramfort I like this better since it's a separate issue from preloading. WDYT? cc @dengemann,"What do we gain from having this function? It doesn't do any additional logic. Also, we already have a function with the same name for checkout.",This is not needed anymore.,"actually, I find the original code much clearer in this instance.",A node_test shouldn't depend on a NodePathsLocal because there isn't any inflection points.
"@@ -70,7 +70,7 @@ final class PageTrashSubscriber implements EventSubscriberInterface return; } - $this->trashManager->store(BasePageDocument::RESOURCE_KEY, $event->getDocument()); + $this->trashManager->store(BasePageDocument::RESOURCE_KEY, $document); $this->hasPendingTrashItem = true; } ",Can you describe this change?,"Why `@protected`? Why should this be overridden? Trailing underscore means `@private`, so would have to be removed.",Avoid variables with short names like $b. Configured minimum length is 3.,"This configures Jackson to exclude `null`, `Optional.empty()` and empty collections when serializing.","Since you're editing that line, could you add a space after the `!` to make it super clean?",Whats going on here? `((X * Y)/Z) * Z` = `X * Y` is it not?,Not to be confused with `hudson.util.FormValidation.Kind`.,why is this required? the cache already contains the subject (via `Cache.withSubject()`),Interesting for #5907 So I will rename it from `System::redirectTo($url)` to `System::redirect($to = '');` :-),Please don't include general cleanup in otherwise unrelated files in your PR.,"`#warn` won't give us the call stack, this has to be an `#error`."
